,Town,Age Group,At least one census tract SVI≥0.75,Population,Initiated Vaccination Count,Initiated Vaccination Percent,Fully Vaccinated Count,Fully Vaccinated Percent,Additional Dose 1 Received Count,Additional Dose 1 Received Percent,Date Updated
39228,North Haven,65+,No,5086.0,5628.0,100.0,5301.0,100.0,4305.0,84.64,03/16/2022
39229,North Stonington,5-11,No,416.0,131.0,31.49,125.0,30.05,,,03/16/2022
39230,North Stonington,12-17,No,359.0,247.0,68.8,234.0,65.18,73.0,20.33,03/16/2022
39231,North Stonington,18-24,No,374.0,244.0,65.24,218.0,58.29,85.0,22.73,03/16/2022
39232,North Stonington,25-44,No,1066.0,750.0,70.36,697.0,65.38,291.0,27.3,03/16/2022
39233,North Stonington,45-64,No,1916.0,1263.0,65.92,1187.0,61.95,665.0,34.71,03/16/2022
39234,North Stonington,65+,No,925.0,951.0,100.0,918.0,99.24,581.0,62.81,03/16/2022
39235,Norwalk,5-11,Yes,7229.0,3383.0,46.8,2711.0,37.5,,,03/16/2022
39236,Norwalk,12-17,Yes,5878.0,5674.0,96.53,5105.0,86.85,1481.0,25.2,03/16/2022
39237,Norwalk,18-24,Yes,7088.0,6616.0,93.34,5484.0,77.37,1950.0,27.51,03/16/2022
39238,Norwalk,25-44,Yes,26313.0,24581.0,93.42,21245.0,80.74,8895.0,33.8,03/16/2022
39239,Norwalk,45-64,Yes,24020.0,24200.0,100.0,21911.0,91.22,12991.0,54.08,03/16/2022
39240,Norwalk,65+,Yes,12058.0,14226.0,100.0,12921.0,100.0,9487.0,78.68,03/16/2022
39241,Norwich,5-11,Yes,3434.0,1093.0,31.83,850.0,24.75,5.0,0.15,03/16/2022
39242,Norwich,12-17,Yes,3067.0,2041.0,66.55,1841.0,60.03,404.0,13.17,03/16/2022
39243,Norwich,18-24,Yes,3739.0,2639.0,70.58,2272.0,60.76,695.0,18.59,03/16/2022
39244,Norwich,25-44,Yes,11118.0,7829.0,70.42,6885.0,61.93,2620.0,23.57,03/16/2022
39245,Norwich,45-64,Yes,10810.0,9121.0,84.38,8434.0,78.02,4913.0,45.45,03/16/2022
39246,Norwich,65+,Yes,5586.0,5887.0,100.0,5525.0,98.91,4099.0,73.38,03/16/2022
39247,Old Lyme,5-11,No,561.0,312.0,55.61,289.0,51.52,,,03/16/2022
39248,Old Lyme,12-17,No,568.0,466.0,82.04,426.0,75.0,185.0,32.57,03/16/2022
39249,Old Lyme,18-24,No,463.0,516.0,100.0,462.0,99.78,235.0,50.76,03/16/2022
39250,Old Lyme,25-44,No,1210.0,1136.0,93.88,1025.0,84.71,603.0,49.83,03/16/2022
39251,Old Lyme,45-64,No,2671.0,2213.0,82.85,2074.0,77.65,1488.0,55.71,03/16/2022
39252,Old Lyme,65+,No,1861.0,2062.0,100.0,1928.0,100.0,1612.0,86.62,03/16/2022
39253,Old Saybrook,5-11,No,726.0,320.0,44.08,291.0,40.08,,,03/16/2022
39254,Old Saybrook,12-17,No,742.0,621.0,83.69,580.0,78.17,227.0,30.59,03/16/2022
39255,Old Saybrook,18-24,No,640.0,756.0,100.0,683.0,100.0,357.0,55.78,03/16/2022
39256,Old Saybrook,25-44,No,1587.0,1611.0,100.0,1454.0,91.62,785.0,49.46,03/16/2022
39257,Old Saybrook,45-64,No,3410.0,3115.0,91.35,2940.0,86.22,2059.0,60.38,03/16/2022
39258,Old Saybrook,65+,No,2776.0,3198.0,100.0,2985.0,100.0,2415.0,87.0,03/16/2022
39259,Orange,5-11,Yes,1191.0,676.0,56.76,608.0,51.05,5.0,0.42,03/16/2022
39260,Orange,12-17,Yes,1170.0,998.0,85.3,949.0,81.11,394.0,33.68,03/16/2022
39261,Orange,18-24,Yes,990.0,1090.0,100.0,976.0,98.59,544.0,54.95,03/16/2022
39262,Orange,25-44,Yes,2644.0,2658.0,100.0,2450.0,92.66,1415.0,53.52,03/16/2022
39263,Orange,45-64,Yes,4504.0,3833.0,85.1,3618.0,80.33,2510.0,55.73,03/16/2022
39264,Orange,65+,Yes,2865.0,3154.0,100.0,2952.0,100.0,2340.0,81.68,03/16/2022
39265,Oxford,5-11,No,1120.0,347.0,30.98,304.0,27.14,,,03/16/2022
39266,Oxford,12-17,No,1030.0,745.0,72.33,720.0,69.9,239.0,23.2,03/16/2022
39267,Oxford,18-24,No,849.0,843.0,99.29,772.0,90.93,356.0,41.93,03/16/2022
39268,Oxford,25-44,No,2629.0,1999.0,76.04,1877.0,71.4,902.0,34.31,03/16/2022
39269,Oxford,45-64,No,4570.0,3467.0,75.86,3263.0,71.4,2039.0,44.62,03/16/2022
39270,Oxford,65+,No,2147.0,2723.0,100.0,2524.0,100.0,1932.0,89.99,03/16/2022
39271,Plainfield,5-11,Yes,1278.0,292.0,22.85,244.0,19.09,,,03/16/2022
39272,Plainfield,12-17,Yes,1191.0,634.0,53.23,600.0,50.38,136.0,11.42,03/16/2022
39273,Plainfield,18-24,Yes,1245.0,796.0,63.94,719.0,57.75,199.0,15.98,03/16/2022
39274,Plainfield,25-44,Yes,4068.0,2284.0,56.15,2043.0,50.22,721.0,17.72,03/16/2022
39275,Plainfield,45-64,Yes,4330.0,3379.0,78.04,3159.0,72.96,1781.0,41.13,03/16/2022
39276,Plainfield,65+,Yes,2203.0,2265.0,100.0,2145.0,97.37,1579.0,71.67,03/16/2022
39277,Plainville,5-11,No,1201.0,489.0,40.72,426.0,35.47,,,03/16/2022
39278,Plainville,12-17,No,1172.0,793.0,67.66,741.0,63.23,240.0,20.48,03/16/2022
39279,Plainville,18-24,No,1511.0,1059.0,70.09,976.0,64.59,437.0,28.92,03/16/2022
39280,Plainville,25-44,No,4744.0,3534.0,74.49,3281.0,69.16,1632.0,34.4,03/16/2022
39281,Plainville,45-64,No,5299.0,4283.0,80.83,4081.0,77.01,2580.0,48.69,03/16/2022
39282,Plainville,65+,No,2986.0,3166.0,100.0,2983.0,99.9,2278.0,76.29,03/16/2022
39283,Plymouth,5-11,No,927.0,207.0,22.33,178.0,19.2,,,03/16/2022
39284,Plymouth,12-17,No,897.0,476.0,53.07,459.0,51.17,118.0,13.15,03/16/2022
39285,Plymouth,18-24,No,1092.0,616.0,56.41,585.0,53.57,226.0,20.7,03/16/2022
39286,Plymouth,25-44,No,2832.0,1896.0,66.95,1790.0,63.21,781.0,27.58,03/16/2022
39287,Plymouth,45-64,No,3937.0,2661.0,67.59,2555.0,64.9,1574.0,39.98,03/16/2022
39288,Plymouth,65+,No,1726.0,1915.0,100.0,1834.0,100.0,1372.0,79.49,03/16/2022
39289,Pomfret,5-11,No,359.0,161.0,44.85,143.0,39.83,,,03/16/2022
39290,Pomfret,12-17,No,385.0,428.0,100.0,337.0,87.53,119.0,30.91,03/16/2022
39291,Pomfret,18-24,No,333.0,277.0,83.18,240.0,72.07,97.0,29.13,03/16/2022
39292,Pomfret,25-44,No,952.0,628.0,65.97,564.0,59.24,294.0,30.88,03/16/2022
39293,Pomfret,45-64,No,1385.0,1086.0,78.41,991.0,71.55,631.0,45.56,03/16/2022
39294,Pomfret,65+,No,585.0,719.0,100.0,682.0,100.0,508.0,86.84,03/16/2022
39295,Portland,5-11,No,732.0,391.0,53.42,347.0,47.4,,,03/16/2022
39296,Portland,12-17,No,746.0,542.0,72.65,525.0,70.38,204.0,27.35,03/16/2022
39297,Portland,18-24,No,699.0,612.0,87.55,565.0,80.83,286.0,40.92,03/16/2022
39298,Portland,25-44,No,2192.0,1899.0,86.63,1790.0,81.66,1020.0,46.53,03/16/2022
39299,Portland,45-64,No,2994.0,2538.0,84.77,2418.0,80.76,1671.0,55.81,03/16/2022
39300,Portland,65+,No,1610.0,1842.0,100.0,1755.0,100.0,1461.0,90.75,03/16/2022
39301,Preston,5-11,No,351.0,118.0,33.62,105.0,29.91,,,03/16/2022
39302,Preston,12-17,No,326.0,224.0,68.71,214.0,65.64,65.0,19.94,03/16/2022
39303,Preston,18-24,No,359.0,244.0,67.97,227.0,63.23,87.0,24.23,03/16/2022
39304,Preston,25-44,No,945.0,812.0,85.93,748.0,79.15,322.0,34.07,03/16/2022
39305,Preston,45-64,No,1688.0,1153.0,68.31,1101.0,65.23,714.0,42.3,03/16/2022
39306,Preston,65+,No,896.0,921.0,100.0,883.0,98.55,708.0,79.02,03/16/2022
39307,Prospect,5-11,No,770.0,271.0,35.19,252.0,32.73,,,03/16/2022
39308,Prospect,12-17,No,749.0,528.0,70.49,495.0,66.09,186.0,24.83,03/16/2022
39309,Prospect,18-24,No,765.0,614.0,80.26,559.0,73.07,261.0,34.12,03/16/2022
39310,Prospect,25-44,No,2016.0,1555.0,77.13,1467.0,72.77,689.0,34.18,03/16/2022
39311,Prospect,45-64,No,3253.0,2477.0,76.15,2361.0,72.58,1477.0,45.4,03/16/2022
39312,Prospect,65+,No,1763.0,1953.0,100.0,1850.0,100.0,1354.0,76.8,03/16/2022
39313,Putnam,5-11,No,746.0,226.0,30.29,192.0,25.74,,,03/16/2022
39314,Putnam,12-17,No,711.0,373.0,52.46,327.0,45.99,99.0,13.92,03/16/2022
39315,Putnam,18-24,No,728.0,470.0,64.56,410.0,56.32,99.0,13.6,03/16/2022
39316,Putnam,25-44,No,2422.0,1530.0,63.17,1356.0,55.99,519.0,21.43,03/16/2022
39317,Putnam,45-64,No,2733.0,2050.0,75.01,1915.0,70.07,1051.0,38.46,03/16/2022
39318,Putnam,65+,No,1540.0,1604.0,100.0,1486.0,96.49,1090.0,70.78,03/16/2022
39319,Redding,5-11,No,863.0,448.0,51.91,395.0,45.77,,,03/16/2022
39320,Redding,12-17,No,922.0,608.0,65.94,580.0,62.91,284.0,30.8,03/16/2022
39321,Redding,18-24,No,628.0,672.0,100.0,553.0,88.06,294.0,46.82,03/16/2022
39322,Redding,25-44,No,1357.0,1472.0,100.0,1293.0,95.28,749.0,55.2,03/16/2022
39323,Redding,45-64,No,3423.0,2587.0,75.58,2373.0,69.33,1680.0,49.08,03/16/2022
39324,Redding,65+,No,1770.0,1877.0,100.0,1737.0,98.14,1399.0,79.04,03/16/2022
39325,Ridgefield,5-11,No,2837.0,1666.0,58.72,1542.0,54.35,6.0,0.21,03/16/2022
39326,Ridgefield,12-17,No,2719.0,2429.0,89.33,2321.0,85.36,1049.0,38.58,03/16/2022
39327,Ridgefield,18-24,No,1709.0,2178.0,100.0,1754.0,100.0,912.0,53.36,03/16/2022
39328,Ridgefield,25-44,No,4388.0,4263.0,97.15,3689.0,84.07,2129.0,48.52,03/16/2022
39329,Ridgefield,45-64,No,8516.0,7594.0,89.17,6970.0,81.85,4769.0,56.0,03/16/2022
39330,Ridgefield,65+,No,3902.0,4499.0,100.0,4115.0,100.0,3082.0,78.99,03/16/2022
39331,Rocky Hill,5-11,No,1429.0,976.0,68.3,824.0,57.66,,,03/16/2022
39332,Rocky Hill,12-17,No,1244.0,1066.0,85.69,982.0,78.94,420.0,33.76,03/16/2022
39333,Rocky Hill,18-24,No,1433.0,1318.0,91.97,1202.0,83.88,636.0,44.38,03/16/2022
39334,Rocky Hill,25-44,No,5358.0,5064.0,94.51,4667.0,87.1,2585.0,48.25,03/16/2022
39335,Rocky Hill,45-64,No,5793.0,4907.0,84.71,4641.0,80.11,3125.0,53.94,03/16/2022
39336,Rocky Hill,65+,No,3897.0,4208.0,100.0,3978.0,100.0,3132.0,80.37,03/16/2022
39337,Roxbury,5-11,No,130.0,67.0,51.54,63.0,48.46,,,03/16/2022
39338,Roxbury,12-17,No,180.0,115.0,63.89,110.0,61.11,46.0,25.56,03/16/2022
39339,Roxbury,18-24,No,121.0,129.0,100.0,109.0,90.08,51.0,42.15,03/16/2022
39340,Roxbury,25-44,No,311.0,297.0,95.5,270.0,86.82,143.0,45.98,03/16/2022
39341,Roxbury,45-64,No,856.0,663.0,77.45,619.0,72.31,390.0,45.56,03/16/2022
39342,Roxbury,65+,No,545.0,671.0,100.0,604.0,100.0,478.0,87.71,03/16/2022
39343,Salem,5-11,No,366.0,139.0,37.98,124.0,33.88,,,03/16/2022
39344,Salem,12-17,No,349.0,257.0,73.64,250.0,71.63,103.0,29.51,03/16/2022
39345,Salem,18-24,No,337.0,305.0,90.5,279.0,82.79,148.0,43.92,03/16/2022
39346,Salem,25-44,No,968.0,846.0,87.4,768.0,79.34,378.0,39.05,03/16/2022
39347,Salem,45-64,No,1444.0,1122.0,77.7,1058.0,73.27,722.0,50.0,03/16/2022
39348,Salem,65+,No,526.0,698.0,100.0,655.0,100.0,515.0,97.91,03/16/2022
39349,Salisbury,5-11,No,217.0,190.0,87.56,173.0,79.72,,,03/16/2022
39350,Salisbury,12-17,No,207.0,522.0,100.0,397.0,100.0,128.0,61.84,03/16/2022
39351,Salisbury,18-24,No,158.0,292.0,100.0,247.0,100.0,80.0,50.63,03/16/2022
39352,Salisbury,25-44,No,573.0,606.0,100.0,529.0,92.32,259.0,45.2,03/16/2022
39353,Salisbury,45-64,No,1261.0,1029.0,81.6,947.0,75.1,538.0,42.66,03/16/2022
39354,Salisbury,65+,No,1151.0,1251.0,100.0,1160.0,100.0,691.0,60.03,03/16/2022
39355,Scotland,5-11,No,141.0,32.0,22.7,30.0,21.28,,,03/16/2022
39356,Scotland,12-17,No,146.0,69.0,47.26,67.0,45.89,26.0,17.81,03/16/2022
39357,Scotland,18-24,No,137.0,89.0,64.96,77.0,56.2,34.0,24.82,03/16/2022
39358,Scotland,25-44,No,379.0,196.0,51.72,189.0,49.87,74.0,19.53,03/16/2022
39359,Scotland,45-64,No,556.0,401.0,72.12,390.0,70.14,226.0,40.65,03/16/2022
39360,Scotland,65+,No,258.0,271.0,100.0,265.0,100.0,219.0,84.88,03/16/2022
39361,Seymour,5-11,No,1353.0,425.0,31.41,374.0,27.64,,,03/16/2022
39362,Seymour,12-17,No,1264.0,811.0,64.16,770.0,60.92,211.0,16.69,03/16/2022
39363,Seymour,18-24,No,1347.0,1100.0,81.66,1004.0,74.54,402.0,29.84,03/16/2022
39364,Seymour,25-44,No,4235.0,3322.0,78.44,3042.0,71.83,1288.0,30.41,03/16/2022
39365,Seymour,45-64,No,4937.0,4130.0,83.65,3901.0,79.02,2336.0,47.32,03/16/2022
39366,Seymour,65+,No,2574.0,2614.0,100.0,2459.0,95.53,1780.0,69.15,03/16/2022
39367,Sharon,5-11,No,153.0,51.0,33.33,46.0,30.07,,,03/16/2022
39368,Sharon,12-17,No,129.0,83.0,64.34,71.0,55.04,25.0,19.38,03/16/2022
39369,Sharon,18-24,No,130.0,102.0,78.46,82.0,63.08,30.0,23.08,03/16/2022
39370,Sharon,25-44,No,436.0,313.0,71.79,272.0,62.39,128.0,29.36,03/16/2022
39371,Sharon,45-64,No,1047.0,709.0,67.72,651.0,62.18,346.0,33.05,03/16/2022
39372,Sharon,65+,No,744.0,799.0,100.0,742.0,99.73,408.0,54.84,03/16/2022
39373,Shelton,5-11,No,3068.0,1113.0,36.28,995.0,32.43,,,03/16/2022
39374,Shelton,12-17,No,3103.0,2049.0,66.03,1957.0,63.07,629.0,20.27,03/16/2022
39375,Shelton,18-24,No,3127.0,2703.0,86.44,2455.0,78.51,1069.0,34.19,03/16/2022
39376,Shelton,25-44,No,9054.0,7757.0,85.67,7090.0,78.31,3359.0,37.1,03/16/2022
39377,Shelton,45-64,No,13126.0,10630.0,80.98,10110.0,77.02,6399.0,48.75,03/16/2022
39378,Shelton,65+,No,7991.0,8679.0,100.0,8142.0,100.0,6298.0,78.81,03/16/2022
39379,Sherman,5-11,No,294.0,87.0,29.59,80.0,27.21,,,03/16/2022
39380,Sherman,12-17,No,316.0,200.0,63.29,176.0,55.7,66.0,20.89,03/16/2022
39381,Sherman,18-24,No,267.0,210.0,78.65,180.0,67.42,84.0,31.46,03/16/2022
39382,Sherman,25-44,No,526.0,433.0,82.32,385.0,73.19,185.0,35.17,03/16/2022
39383,Sherman,45-64,No,1402.0,1014.0,72.33,933.0,66.55,530.0,37.8,03/16/2022
39384,Sherman,65+,No,740.0,800.0,100.0,729.0,98.51,537.0,72.57,03/16/2022
39385,Simsbury,5-11,No,2341.0,1530.0,65.36,1433.0,61.21,9.0,0.38,03/16/2022
39386,Simsbury,12-17,No,2357.0,2048.0,86.89,1933.0,82.01,919.0,38.99,03/16/2022
39387,Simsbury,18-24,No,1620.0,2006.0,100.0,1714.0,100.0,957.0,59.07,03/16/2022
39388,Simsbury,25-44,No,4688.0,5125.0,100.0,4631.0,98.78,2845.0,60.69,03/16/2022
39389,Simsbury,45-64,No,7966.0,7090.0,89.0,6692.0,84.01,4976.0,62.47,03/16/2022
39390,Simsbury,65+,No,3877.0,4619.0,100.0,4308.0,100.0,3490.0,90.02,03/16/2022
39391,Somers,5-11,No,758.0,198.0,26.12,169.0,22.3,,,03/16/2022
39392,Somers,12-17,No,820.0,469.0,57.2,432.0,52.68,142.0,17.32,03/16/2022
39393,Somers,18-24,No,1077.0,584.0,54.22,523.0,48.56,211.0,19.59,03/16/2022
39394,Somers,25-44,No,3044.0,1849.0,60.74,1659.0,54.5,729.0,23.95,03/16/2022
39395,Somers,45-64,No,3636.0,2600.0,71.51,2421.0,66.58,1386.0,38.12,03/16/2022
39396,Somers,65+,No,1633.0,1782.0,100.0,1652.0,100.0,1178.0,72.14,03/16/2022
39397,South Windsor,5-11,No,2297.0,1640.0,71.4,1472.0,64.08,7.0,0.3,03/16/2022
39398,South Windsor,12-17,No,2225.0,1902.0,85.48,1802.0,80.99,793.0,35.64,03/16/2022
39399,South Windsor,18-24,No,1956.0,1976.0,100.0,1802.0,92.13,1030.0,52.66,03/16/2022
39400,South Windsor,25-44,No,5627.0,6128.0,100.0,5660.0,100.0,3452.0,61.35,03/16/2022
39401,South Windsor,45-64,No,8150.0,6976.0,85.6,6594.0,80.91,4696.0,57.62,03/16/2022
39402,South Windsor,65+,No,4417.0,5033.0,100.0,4720.0,100.0,3751.0,84.92,03/16/2022
39403,Southbury,5-11,No,1439.0,673.0,46.77,607.0,42.18,,,03/16/2022
39404,Southbury,12-17,No,1436.0,1083.0,75.42,1017.0,70.82,406.0,28.27,03/16/2022
39405,Southbury,18-24,No,1166.0,1123.0,96.31,962.0,82.5,495.0,42.45,03/16/2022
39406,Southbury,25-44,No,3206.0,2741.0,85.5,2495.0,77.82,1306.0,40.74,03/16/2022
39407,Southbury,45-64,No,6365.0,4957.0,77.88,4670.0,73.37,3139.0,49.32,03/16/2022
39408,Southbury,65+,No,5611.0,5878.0,100.0,5408.0,96.38,4135.0,73.69,03/16/2022
39409,Southington,5-11,No,3848.0,1473.0,38.28,1359.0,35.32,,,03/16/2022
39410,Southington,12-17,No,3426.0,2617.0,76.39,2520.0,73.56,972.0,28.37,03/16/2022
39411,Southington,18-24,No,3274.0,2926.0,89.37,2712.0,82.83,1346.0,41.11,03/16/2022
39412,Southington,25-44,No,9665.0,8383.0,86.74,7818.0,80.89,4249.0,43.96,03/16/2022
39413,Southington,45-64,No,13021.0,10923.0,83.89,10443.0,80.2,6943.0,53.32,03/16/2022
39414,Southington,65+,No,8562.0,9202.0,100.0,8680.0,100.0,6838.0,79.86,03/16/2022
39415,Sprague,5-11,No,278.0,85.0,30.58,77.0,27.7,,,03/16/2022
39416,Sprague,12-17,No,235.0,140.0,59.57,130.0,55.32,40.0,17.02,03/16/2022
39417,Sprague,18-24,No,250.0,152.0,60.8,135.0,54.0,48.0,19.2,03/16/2022
39418,Sprague,25-44,No,804.0,505.0,62.81,466.0,57.96,169.0,21.02,03/16/2022
39419,Sprague,45-64,No,869.0,631.0,72.61,586.0,67.43,363.0,41.77,03/16/2022
39420,Sprague,65+,No,360.0,445.0,100.0,434.0,100.0,342.0,95.0,03/16/2022
39421,Stafford,5-11,No,946.0,232.0,24.52,207.0,21.88,,,03/16/2022
39422,Stafford,12-17,No,935.0,428.0,45.78,394.0,42.14,139.0,14.87,03/16/2022
39423,Stafford,18-24,No,1061.0,550.0,51.84,499.0,47.03,192.0,18.1,03/16/2022
39424,Stafford,25-44,No,2818.0,1709.0,60.65,1562.0,55.43,664.0,23.56,03/16/2022
39425,Stafford,45-64,No,3678.0,2744.0,74.61,2566.0,69.77,1573.0,42.77,03/16/2022
39426,Stafford,65+,No,1915.0,1913.0,99.9,1773.0,92.58,1302.0,67.99,03/16/2022
39427,Stamford,5-11,Yes,10182.0,4979.0,48.9,3877.0,38.08,15.0,0.15,03/16/2022
39428,Stamford,12-17,Yes,8389.0,8228.0,98.08,7075.0,84.34,2156.0,25.7,03/16/2022
39429,Stamford,18-24,Yes,10933.0,10542.0,96.42,8475.0,77.52,2966.0,27.13,03/16/2022
39430,Stamford,25-44,Yes,39755.0,41552.0,100.0,35142.0,88.4,14715.0,37.01,03/16/2022
39431,Stamford,45-64,Yes,32402.0,34384.0,100.0,30761.0,94.94,17546.0,54.15,03/16/2022
39432,Stamford,65+,Yes,18070.0,20793.0,100.0,18608.0,100.0,13170.0,72.88,03/16/2022
39433,Sterling,5-11,No,363.0,58.0,15.98,53.0,14.6,,,03/16/2022
39434,Sterling,12-17,No,337.0,140.0,41.54,134.0,39.76,32.0,9.5,03/16/2022
39435,Sterling,18-24,No,314.0,180.0,57.32,164.0,52.23,52.0,16.56,03/16/2022
39436,Sterling,25-44,No,1022.0,476.0,46.58,417.0,40.8,140.0,13.7,03/16/2022
39437,Sterling,45-64,No,1182.0,823.0,69.63,759.0,64.21,396.0,33.5,03/16/2022
39438,Sterling,65+,No,352.0,429.0,100.0,405.0,100.0,290.0,82.39,03/16/2022
39439,Stonington,5-11,No,1369.0,519.0,37.91,469.0,34.26,,,03/16/2022
39440,Stonington,12-17,No,1315.0,938.0,71.33,886.0,67.38,371.0,28.21,03/16/2022
39441,Stonington,18-24,No,1283.0,1053.0,82.07,914.0,71.24,377.0,29.38,03/16/2022
39442,Stonington,25-44,No,3534.0,2762.0,78.16,2481.0,70.2,1116.0,31.58,03/16/2022
39443,Stonington,45-64,No,6079.0,4854.0,79.85,4526.0,74.45,2753.0,45.29,03/16/2022
39444,Stonington,65+,No,4232.0,5015.0,100.0,4694.0,100.0,3468.0,81.95,03/16/2022
39445,Stratford,5-11,No,4314.0,1531.0,35.49,1300.0,30.13,11.0,0.25,03/16/2022
39446,Stratford,12-17,No,3900.0,3064.0,78.56,2841.0,72.85,754.0,19.33,03/16/2022
39447,Stratford,18-24,No,4160.0,3618.0,86.97,3217.0,77.33,1299.0,31.23,03/16/2022
39448,Stratford,25-44,No,12860.0,10374.0,80.67,9429.0,73.32,4036.0,31.38,03/16/2022
39449,Stratford,45-64,No,15454.0,13089.0,84.7,12253.0,79.29,7388.0,47.81,03/16/2022
39450,Stratford,65+,No,9237.0,9346.0,100.0,8778.0,95.03,6705.0,72.59,03/16/2022
39451,Suffield,5-11,No,1130.0,333.0,29.47,288.0,25.49,,,03/16/2022
39452,Suffield,12-17,No,1329.0,877.0,65.99,792.0,59.59,270.0,20.32,03/16/2022
39453,Suffield,18-24,No,1559.0,944.0,60.55,822.0,52.73,337.0,21.62,03/16/2022
39454,Suffield,25-44,No,4002.0,2838.0,70.91,2555.0,63.84,1168.0,29.19,03/16/2022
39455,Suffield,45-64,No,4839.0,3986.0,82.37,3725.0,76.98,2173.0,44.91,03/16/2022
39456,Suffield,65+,No,2427.0,2734.0,100.0,2498.0,100.0,1546.0,63.7,03/16/2022
39457,Thomaston,5-11,No,571.0,176.0,30.82,142.0,24.87,,,03/16/2022
39458,Thomaston,12-17,No,601.0,358.0,59.57,341.0,56.74,93.0,15.47,03/16/2022
39459,Thomaston,18-24,No,657.0,526.0,80.06,480.0,73.06,207.0,31.51,03/16/2022
39460,Thomaston,25-44,No,1783.0,1298.0,72.8,1209.0,67.81,518.0,29.05,03/16/2022
39461,Thomaston,45-64,No,2576.0,1978.0,76.79,1904.0,73.91,1176.0,45.65,03/16/2022
39462,Thomaston,65+,No,1163.0,1254.0,100.0,1188.0,100.0,925.0,79.54,03/16/2022
39463,Thompson,5-11,No,717.0,154.0,21.48,125.0,17.43,,,03/16/2022
39464,Thompson,12-17,No,682.0,368.0,53.96,308.0,45.16,66.0,9.68,03/16/2022
39465,Thompson,18-24,No,737.0,377.0,51.15,327.0,44.37,100.0,13.57,03/16/2022
39466,Thompson,25-44,No,2127.0,1062.0,49.93,909.0,42.74,346.0,16.27,03/16/2022
39467,Thompson,45-64,No,3105.0,1871.0,60.26,1721.0,55.43,937.0,30.18,03/16/2022
39468,Thompson,65+,No,1508.0,1454.0,96.42,1354.0,89.79,886.0,58.75,03/16/2022
39469,Tolland,5-11,No,1442.0,576.0,39.94,538.0,37.31,,,03/16/2022
39470,Tolland,12-17,No,1452.0,1090.0,75.07,1058.0,72.87,478.0,32.92,03/16/2022
39471,Tolland,18-24,No,1302.0,1228.0,94.32,1127.0,86.56,618.0,47.47,03/16/2022
39472,Tolland,25-44,No,3057.0,2606.0,85.25,2434.0,79.62,1266.0,41.41,03/16/2022
39473,Tolland,45-64,No,4868.0,4092.0,84.06,3914.0,80.4,2792.0,57.35,03/16/2022
39474,Tolland,65+,No,2135.0,2498.0,100.0,2382.0,100.0,1848.0,86.56,03/16/2022
39475,Torrington,5-11,Yes,2702.0,849.0,31.42,716.0,26.5,,,03/16/2022
39476,Torrington,12-17,Yes,2398.0,1743.0,72.69,1626.0,67.81,495.0,20.64,03/16/2022
39477,Torrington,18-24,Yes,2857.0,1907.0,66.75,1709.0,59.82,580.0,20.3,03/16/2022
39478,Torrington,25-44,Yes,8423.0,6591.0,78.25,6032.0,71.61,2500.0,29.68,03/16/2022
39479,Torrington,45-64,Yes,10743.0,8750.0,81.45,8286.0,77.13,5066.0,47.16,03/16/2022
39480,Torrington,65+,Yes,6185.0,6367.0,100.0,6039.0,97.64,4516.0,73.02,03/16/2022
39481,Trumbull,5-11,No,3580.0,2132.0,59.55,1879.0,52.49,20.0,0.56,03/16/2022
39482,Trumbull,12-17,No,3349.0,3038.0,90.71,2893.0,86.38,1159.0,34.61,03/16/2022
39483,Trumbull,18-24,No,2770.0,2925.0,100.0,2554.0,92.2,1290.0,46.57,03/16/2022
39484,Trumbull,25-44,No,7216.0,7480.0,100.0,6823.0,94.55,3758.0,52.08,03/16/2022
39485,Trumbull,45-64,No,11176.0,9965.0,89.16,9353.0,83.69,6320.0,56.55,03/16/2022
39486,Trumbull,65+,No,6866.0,6789.0,98.88,6306.0,91.84,4742.0,69.06,03/16/2022
39487,Union,5-11,No,67.0,7.0,10.45,6.0,8.96,,,03/16/2022
39488,Union,12-17,No,66.0,21.0,31.82,21.0,31.82,14.0,21.21,03/16/2022
39489,Union,18-24,No,53.0,37.0,69.81,35.0,66.04,19.0,35.85,03/16/2022
39490,Union,25-44,No,152.0,83.0,54.61,76.0,50.0,35.0,23.03,03/16/2022
39491,Union,45-64,No,305.0,211.0,69.18,199.0,65.25,133.0,43.61,03/16/2022
39492,Union,65+,No,169.0,199.0,100.0,184.0,100.0,127.0,75.15,03/16/2022
39493,Vernon,5-11,Yes,2009.0,864.0,43.01,747.0,37.18,,,03/16/2022
39494,Vernon,12-17,Yes,1841.0,1377.0,74.8,1279.0,69.47,407.0,22.11,03/16/2022
39495,Vernon,18-24,Yes,2780.0,1780.0,64.03,1611.0,57.95,686.0,24.68,03/16/2022
39496,Vernon,25-44,Yes,7863.0,7195.0,91.5,6582.0,83.71,3214.0,40.87,03/16/2022
39497,Vernon,45-64,Yes,7999.0,6879.0,86.0,6499.0,81.25,4127.0,51.59,03/16/2022
39498,Vernon,65+,Yes,5032.0,5538.0,100.0,5209.0,100.0,3998.0,79.45,03/16/2022
39499,Voluntown,5-11,No,218.0,62.0,28.44,57.0,26.15,,,03/16/2022
39500,Voluntown,12-17,No,204.0,115.0,56.37,106.0,51.96,29.0,14.22,03/16/2022
39501,Voluntown,18-24,No,186.0,131.0,70.43,118.0,63.44,36.0,19.35,03/16/2022
