,Town,Age Group,At least one census tract SVI≥0.75,Population,Initiated Vaccination Count,Initiated Vaccination Percent,Fully Vaccinated Count,Fully Vaccinated Percent,Additional Dose 1 Received Count,Additional Dose 1 Received Percent,Date Updated
39502,Voluntown,25-44,No,616.0,318.0,51.62,286.0,46.43,121.0,19.64,03/16/2022
39503,Voluntown,45-64,No,948.0,691.0,72.89,659.0,69.51,341.0,35.97,03/16/2022
39504,Voluntown,65+,No,316.0,439.0,100.0,417.0,100.0,307.0,97.15,03/16/2022
39505,Wallingford,5-11,No,3392.0,1454.0,42.87,1265.0,37.29,6.0,0.18,03/16/2022
39506,Wallingford,12-17,No,3189.0,2608.0,81.78,2444.0,76.64,976.0,30.61,03/16/2022
39507,Wallingford,18-24,No,3421.0,3088.0,90.27,2788.0,81.5,1344.0,39.29,03/16/2022
39508,Wallingford,25-44,No,10958.0,9382.0,85.62,8706.0,79.45,4536.0,41.39,03/16/2022
39509,Wallingford,45-64,No,13953.0,11431.0,81.93,10866.0,77.88,7437.0,53.3,03/16/2022
39510,Wallingford,65+,No,8045.0,8965.0,100.0,8435.0,100.0,6588.0,81.89,03/16/2022
39511,Warren,5-11,No,106.0,29.0,27.36,29.0,27.36,,,03/16/2022
39512,Warren,12-17,No,102.0,67.0,65.69,60.0,58.82,31.0,30.39,03/16/2022
39513,Warren,18-24,No,79.0,89.0,100.0,77.0,97.47,31.0,39.24,03/16/2022
39514,Warren,25-44,No,258.0,159.0,61.63,146.0,56.59,67.0,25.97,03/16/2022
39515,Warren,45-64,No,514.0,406.0,78.99,370.0,71.98,212.0,41.25,03/16/2022
39516,Warren,65+,No,325.0,331.0,100.0,310.0,95.38,239.0,73.54,03/16/2022
39517,Washington,5-11,No,236.0,159.0,67.37,97.0,41.1,,,03/16/2022
39518,Washington,12-17,No,219.0,340.0,100.0,260.0,100.0,75.0,34.25,03/16/2022
39519,Washington,18-24,No,186.0,239.0,100.0,195.0,100.0,68.0,36.56,03/16/2022
39520,Washington,25-44,No,629.0,524.0,83.31,461.0,73.29,211.0,33.55,03/16/2022
39521,Washington,45-64,No,1259.0,981.0,77.92,885.0,70.29,539.0,42.81,03/16/2022
39522,Washington,65+,No,846.0,1003.0,100.0,914.0,100.0,726.0,85.82,03/16/2022
39523,Waterbury,5-11,Yes,10771.0,2735.0,25.39,2038.0,18.92,8.0,0.07,03/16/2022
39524,Waterbury,12-17,Yes,8955.0,5766.0,64.39,5008.0,55.92,868.0,9.69,03/16/2022
39525,Waterbury,18-24,Yes,10782.0,7318.0,67.87,6127.0,56.83,1602.0,14.86,03/16/2022
39526,Waterbury,25-44,Yes,29898.0,23149.0,77.43,20120.0,67.3,5695.0,19.05,03/16/2022
39527,Waterbury,45-64,Yes,27429.0,23607.0,86.07,21671.0,79.01,10211.0,37.23,03/16/2022
39528,Waterbury,65+,Yes,13896.0,13516.0,97.27,12440.0,89.52,7577.0,54.53,03/16/2022
39529,Waterford,5-11,Yes,1460.0,603.0,41.3,552.0,37.81,,,03/16/2022
39530,Waterford,12-17,Yes,1455.0,1049.0,72.1,1005.0,69.07,406.0,27.9,03/16/2022
39531,Waterford,18-24,Yes,1435.0,1305.0,90.94,1175.0,81.88,573.0,39.93,03/16/2022
39532,Waterford,25-44,Yes,3810.0,3568.0,93.65,3258.0,85.51,1677.0,44.02,03/16/2022
39533,Waterford,45-64,Yes,6259.0,5385.0,86.04,5060.0,80.84,3472.0,55.47,03/16/2022
39534,Waterford,65+,Yes,4236.0,4478.0,100.0,4235.0,99.98,3340.0,78.85,03/16/2022
39535,Watertown,5-11,No,1697.0,508.0,29.94,439.0,25.87,,,03/16/2022
39536,Watertown,12-17,No,1695.0,1127.0,66.49,1030.0,60.77,324.0,19.12,03/16/2022
39537,Watertown,18-24,No,1838.0,1395.0,75.9,1247.0,67.85,543.0,29.54,03/16/2022
39538,Watertown,25-44,No,4702.0,3923.0,83.43,3648.0,77.58,1637.0,34.81,03/16/2022
39539,Watertown,45-64,No,7146.0,5669.0,79.33,5378.0,75.26,3236.0,45.28,03/16/2022
39540,Watertown,65+,No,4055.0,4320.0,100.0,4038.0,99.58,2946.0,72.65,03/16/2022
39541,West Hartford,5-11,Yes,5500.0,3667.0,66.67,3355.0,61.0,17.0,0.31,03/16/2022
39542,West Hartford,12-17,Yes,5093.0,5066.0,99.47,4798.0,94.21,2385.0,46.83,03/16/2022
39543,West Hartford,18-24,Yes,5228.0,5540.0,100.0,4733.0,90.53,2470.0,47.25,03/16/2022
39544,West Hartford,25-44,Yes,15656.0,15899.0,100.0,14304.0,91.36,8722.0,55.71,03/16/2022
39545,West Hartford,45-64,Yes,17430.0,16681.0,95.7,15587.0,89.43,11581.0,66.44,03/16/2022
39546,West Hartford,65+,Yes,11042.0,12264.0,100.0,11425.0,100.0,9166.0,83.01,03/16/2022
39547,West Haven,5-11,Yes,4169.0,1398.0,33.53,1153.0,27.66,,,03/16/2022
39548,West Haven,12-17,Yes,4728.0,2858.0,60.45,2631.0,55.65,647.0,13.68,03/16/2022
39549,West Haven,18-24,Yes,6889.0,4771.0,69.26,4085.0,59.3,1304.0,18.93,03/16/2022
39550,West Haven,25-44,Yes,14470.0,12443.0,85.99,11108.0,76.77,4340.0,29.99,03/16/2022
39551,West Haven,45-64,Yes,14336.0,12617.0,88.01,11787.0,82.22,6893.0,48.08,03/16/2022
39552,West Haven,65+,Yes,7347.0,7770.0,100.0,7290.0,99.22,5307.0,72.23,03/16/2022
39553,Westbrook,5-11,No,440.0,219.0,49.77,185.0,42.05,,,03/16/2022
39554,Westbrook,12-17,No,474.0,354.0,74.68,328.0,69.2,124.0,26.16,03/16/2022
39555,Westbrook,18-24,No,505.0,454.0,89.9,407.0,80.59,194.0,38.42,03/16/2022
39556,Westbrook,25-44,No,1431.0,1177.0,82.25,1057.0,73.86,550.0,38.43,03/16/2022
39557,Westbrook,45-64,No,2201.0,1966.0,89.32,1838.0,83.51,1237.0,56.2,03/16/2022
39558,Westbrook,65+,No,1633.0,1862.0,100.0,1736.0,100.0,1420.0,86.96,03/16/2022
39559,Weston,5-11,No,1346.0,837.0,62.18,738.0,54.83,,,03/16/2022
39560,Weston,12-17,No,1261.0,1225.0,97.15,1151.0,91.28,648.0,51.39,03/16/2022
39561,Weston,18-24,No,748.0,972.0,100.0,754.0,100.0,452.0,60.43,03/16/2022
39562,Weston,25-44,No,1501.0,1749.0,100.0,1494.0,99.53,958.0,63.82,03/16/2022
39563,Weston,45-64,No,3769.0,3348.0,88.83,3087.0,81.91,2293.0,60.84,03/16/2022
39564,Weston,65+,No,1323.0,1625.0,100.0,1474.0,100.0,1202.0,90.85,03/16/2022
39565,Westport,5-11,No,3329.0,2295.0,68.94,2037.0,61.19,5.0,0.15,03/16/2022
39566,Westport,12-17,No,2988.0,3088.0,100.0,2890.0,96.72,1606.0,53.75,03/16/2022
39567,Westport,18-24,No,1759.0,2573.0,100.0,1996.0,100.0,1124.0,63.9,03/16/2022
39568,Westport,25-44,No,4263.0,4856.0,100.0,4172.0,97.87,2743.0,64.34,03/16/2022
39569,Westport,45-64,No,9291.0,8955.0,96.38,8234.0,88.62,6235.0,67.11,03/16/2022
39570,Westport,65+,No,4605.0,5118.0,100.0,4563.0,99.09,3698.0,80.3,03/16/2022
39571,Wethersfield,5-11,No,2005.0,1092.0,54.46,917.0,45.74,8.0,0.4,03/16/2022
39572,Wethersfield,12-17,No,1880.0,1523.0,81.01,1442.0,76.7,623.0,33.14,03/16/2022
39573,Wethersfield,18-24,No,1857.0,1922.0,100.0,1744.0,93.91,880.0,47.39,03/16/2022
39574,Wethersfield,25-44,No,6123.0,6147.0,100.0,5709.0,93.24,3109.0,50.78,03/16/2022
39575,Wethersfield,45-64,No,7852.0,7104.0,90.47,6797.0,86.56,4490.0,57.18,03/16/2022
39576,Wethersfield,65+,No,5417.0,5417.0,100.0,5147.0,95.02,4075.0,75.23,03/16/2022
39577,Willington,5-11,No,361.0,123.0,34.07,113.0,31.3,,,03/16/2022
39578,Willington,12-17,No,386.0,230.0,59.59,211.0,54.66,86.0,22.28,03/16/2022
39579,Willington,18-24,No,1306.0,435.0,33.31,395.0,30.25,187.0,14.32,03/16/2022
39580,Willington,25-44,No,1198.0,1025.0,85.56,926.0,77.3,499.0,41.65,03/16/2022
39581,Willington,45-64,No,1774.0,1275.0,71.87,1198.0,67.53,809.0,45.6,03/16/2022
39582,Willington,65+,No,735.0,935.0,100.0,881.0,100.0,705.0,95.92,03/16/2022
39583,Wilton,5-11,No,2336.0,1297.0,55.52,1159.0,49.61,,,03/16/2022
39584,Wilton,12-17,No,2115.0,2080.0,98.35,1995.0,94.33,1014.0,47.94,03/16/2022
39585,Wilton,18-24,No,1230.0,1746.0,100.0,1366.0,100.0,732.0,59.51,03/16/2022
39586,Wilton,25-44,No,3178.0,3388.0,100.0,2954.0,92.95,1851.0,58.24,03/16/2022
39587,Wilton,45-64,No,6127.0,5628.0,91.86,5208.0,85.0,3744.0,61.11,03/16/2022
39588,Wilton,65+,No,2814.0,3386.0,100.0,3046.0,100.0,2344.0,83.3,03/16/2022
39589,Winchester,5-11,Yes,769.0,178.0,23.15,149.0,19.38,,,03/16/2022
39590,Winchester,12-17,Yes,772.0,406.0,52.59,371.0,48.06,85.0,11.01,03/16/2022
39591,Winchester,18-24,Yes,958.0,564.0,58.87,510.0,53.24,188.0,19.62,03/16/2022
39592,Winchester,25-44,Yes,2369.0,1706.0,72.01,1576.0,66.53,630.0,26.59,03/16/2022
39593,Winchester,45-64,Yes,3555.0,2528.0,71.11,2390.0,67.23,1514.0,42.59,03/16/2022
39594,Winchester,65+,Yes,1998.0,2038.0,100.0,1920.0,96.1,1505.0,75.33,03/16/2022
39595,Windham,5-11,Yes,1976.0,757.0,38.31,587.0,29.71,5.0,0.25,03/16/2022
39596,Windham,12-17,Yes,2330.0,1236.0,53.05,1094.0,46.95,269.0,11.55,03/16/2022
39597,Windham,18-24,Yes,4283.0,1782.0,41.61,1530.0,35.72,464.0,10.83,03/16/2022
39598,Windham,25-44,Yes,6187.0,5031.0,81.32,4532.0,73.25,1717.0,27.75,03/16/2022
39599,Windham,45-64,Yes,5600.0,4740.0,84.64,4451.0,79.48,2611.0,46.62,03/16/2022
39600,Windham,65+,Yes,3234.0,3330.0,100.0,3094.0,95.67,2374.0,73.41,03/16/2022
39601,Windsor,5-11,No,2264.0,985.0,43.51,861.0,38.03,7.0,0.31,03/16/2022
39602,Windsor,12-17,No,2145.0,1769.0,82.47,1638.0,76.36,597.0,27.83,03/16/2022
39603,Windsor,18-24,No,2462.0,2062.0,83.75,1827.0,74.21,761.0,30.91,03/16/2022
39604,Windsor,25-44,No,6796.0,5913.0,87.01,5374.0,79.08,2492.0,36.67,03/16/2022
39605,Windsor,45-64,No,9084.0,7839.0,86.29,7367.0,81.1,4862.0,53.52,03/16/2022
39606,Windsor,65+,No,4943.0,6011.0,100.0,5659.0,100.0,4411.0,89.24,03/16/2022
39607,Windsor Locks,5-11,Yes,911.0,308.0,33.81,263.0,28.87,,,03/16/2022
39608,Windsor Locks,12-17,Yes,858.0,574.0,66.9,527.0,61.42,160.0,18.65,03/16/2022
39609,Windsor Locks,18-24,Yes,1045.0,694.0,66.41,642.0,61.44,277.0,26.51,03/16/2022
39610,Windsor Locks,25-44,Yes,3034.0,2409.0,79.4,2191.0,72.21,1024.0,33.75,03/16/2022
39611,Windsor Locks,45-64,Yes,3887.0,3195.0,82.2,2989.0,76.9,1896.0,48.78,03/16/2022
39612,Windsor Locks,65+,Yes,2185.0,2444.0,100.0,2284.0,100.0,1790.0,81.92,03/16/2022
39613,Wolcott,5-11,No,1300.0,412.0,31.69,380.0,29.23,,,03/16/2022
39614,Wolcott,12-17,No,1391.0,868.0,62.4,820.0,58.95,249.0,17.9,03/16/2022
39615,Wolcott,18-24,No,1421.0,1085.0,76.35,996.0,70.09,414.0,29.13,03/16/2022
39616,Wolcott,25-44,No,3576.0,2814.0,78.69,2620.0,73.27,1106.0,30.93,03/16/2022
39617,Wolcott,45-64,No,5558.0,4301.0,77.38,4095.0,73.68,2375.0,42.73,03/16/2022
39618,Wolcott,65+,No,2780.0,2920.0,100.0,2761.0,99.32,1907.0,68.6,03/16/2022
39619,Woodbridge,5-11,No,826.0,564.0,68.28,528.0,63.92,,,03/16/2022
39620,Woodbridge,12-17,No,773.0,738.0,95.47,704.0,91.07,361.0,46.7,03/16/2022
39621,Woodbridge,18-24,No,598.0,676.0,100.0,567.0,94.82,318.0,53.18,03/16/2022
39622,Woodbridge,25-44,No,1518.0,1662.0,100.0,1508.0,99.34,960.0,63.24,03/16/2022
39623,Woodbridge,45-64,No,3010.0,2531.0,84.09,2371.0,78.77,1778.0,59.07,03/16/2022
39624,Woodbridge,65+,No,1821.0,2024.0,100.0,1861.0,100.0,1502.0,82.48,03/16/2022
39625,Woodbury,5-11,No,698.0,231.0,33.09,219.0,31.38,,,03/16/2022
39626,Woodbury,12-17,No,675.0,491.0,72.74,474.0,70.22,191.0,28.3,03/16/2022
39627,Woodbury,18-24,No,741.0,588.0,79.35,519.0,70.04,244.0,32.93,03/16/2022
39628,Woodbury,25-44,No,1782.0,1439.0,80.75,1320.0,74.07,644.0,36.14,03/16/2022
39629,Woodbury,45-64,No,3458.0,2680.0,77.5,2552.0,73.8,1695.0,49.02,03/16/2022
39630,Woodbury,65+,No,2015.0,2218.0,100.0,2088.0,100.0,1621.0,80.45,03/16/2022
39631,Woodstock,5-11,No,690.0,216.0,31.3,182.0,26.38,,,03/16/2022
39632,Woodstock,12-17,No,653.0,555.0,84.99,492.0,75.34,190.0,29.1,03/16/2022
39633,Woodstock,18-24,No,533.0,509.0,95.5,449.0,84.24,191.0,35.83,03/16/2022
39634,Woodstock,25-44,No,1644.0,1085.0,66.0,945.0,57.48,419.0,25.49,03/16/2022
39635,Woodstock,45-64,No,2804.0,1992.0,71.04,1862.0,66.41,1159.0,41.33,03/16/2022
39636,Woodstock,65+,No,1217.0,1444.0,100.0,1356.0,100.0,968.0,79.54,03/16/2022
39637,Address pending validation,5-11,,,244.0,,167.0,,,,03/23/2022
39638,Address pending validation,12-17,,,466.0,,349.0,,84.0,,03/23/2022
39639,Address pending validation,18-24,,,1478.0,,1047.0,,257.0,,03/23/2022
39640,Address pending validation,25-44,,,4081.0,,3338.0,,644.0,,03/23/2022
39641,Address pending validation,45-64,,,4278.0,,3656.0,,1205.0,,03/23/2022
39642,Address pending validation,65+,,,3235.0,,2796.0,,1306.0,,03/23/2022
39643,Andover,5-11,No,278.0,72.0,25.9,66.0,23.74,,,03/23/2022
39644,Andover,12-17,No,329.0,190.0,57.75,183.0,55.62,78.0,23.71,03/23/2022
39645,Andover,18-24,No,294.0,228.0,77.55,205.0,69.73,99.0,33.67,03/23/2022
39646,Andover,25-44,No,628.0,485.0,77.23,455.0,72.45,235.0,37.42,03/23/2022
39647,Andover,45-64,No,1217.0,949.0,77.98,911.0,74.86,628.0,51.6,03/23/2022
39648,Andover,65+,No,421.0,544.0,100.0,507.0,100.0,423.0,100.0,03/23/2022
39649,Ansonia,5-11,Yes,1648.0,486.0,29.49,395.0,23.97,,,03/23/2022
39650,Ansonia,12-17,Yes,1505.0,874.0,58.07,802.0,53.29,204.0,13.55,03/23/2022
39651,Ansonia,18-24,Yes,1743.0,1185.0,67.99,1057.0,60.64,390.0,22.38,03/23/2022
39652,Ansonia,25-44,Yes,5043.0,3774.0,74.84,3469.0,68.79,1378.0,27.33,03/23/2022
39653,Ansonia,45-64,Yes,5365.0,4407.0,82.14,4139.0,77.15,2380.0,44.36,03/23/2022
39654,Ansonia,65+,Yes,2535.0,2444.0,96.41,2316.0,91.36,1703.0,67.18,03/23/2022
39655,Ashford,5-11,No,314.0,111.0,35.35,94.0,29.94,,,03/23/2022
39656,Ashford,12-17,No,292.0,204.0,69.86,191.0,65.41,90.0,30.82,03/23/2022
39657,Ashford,18-24,No,362.0,251.0,69.34,221.0,61.05,102.0,28.18,03/23/2022
39658,Ashford,25-44,No,1025.0,697.0,68.0,641.0,62.54,298.0,29.07,03/23/2022
39659,Ashford,45-64,No,1456.0,1079.0,74.11,1028.0,70.6,675.0,46.36,03/23/2022
39660,Ashford,65+,No,572.0,747.0,100.0,709.0,100.0,567.0,99.13,03/23/2022
39661,Avon,5-11,No,1847.0,1188.0,64.32,1114.0,60.31,5.0,0.27,03/23/2022
39662,Avon,12-17,No,1787.0,1745.0,97.65,1643.0,91.94,814.0,45.55,03/23/2022
39663,Avon,18-24,No,1147.0,1534.0,100.0,1270.0,100.0,750.0,65.39,03/23/2022
39664,Avon,25-44,No,3448.0,3673.0,100.0,3348.0,97.1,2153.0,62.44,03/23/2022
39665,Avon,45-64,No,5968.0,5488.0,91.96,5157.0,86.41,3870.0,64.85,03/23/2022
39666,Avon,65+,No,3446.0,3969.0,100.0,3671.0,100.0,3030.0,87.93,03/23/2022
39667,Barkhamsted,5-11,No,319.0,93.0,29.15,83.0,26.02,,,03/23/2022
39668,Barkhamsted,12-17,No,309.0,200.0,64.72,186.0,60.19,84.0,27.18,03/23/2022
39669,Barkhamsted,18-24,No,222.0,216.0,97.3,201.0,90.54,100.0,45.05,03/23/2022
39670,Barkhamsted,25-44,No,741.0,530.0,71.52,501.0,67.61,250.0,33.74,03/23/2022
39671,Barkhamsted,45-64,No,1386.0,1050.0,75.76,997.0,71.93,694.0,50.07,03/23/2022
39672,Barkhamsted,65+,No,616.0,739.0,100.0,700.0,100.0,554.0,89.94,03/23/2022
39673,Beacon Falls,5-11,No,484.0,125.0,25.83,115.0,23.76,,,03/23/2022
39674,Beacon Falls,12-17,No,471.0,318.0,67.52,308.0,65.39,105.0,22.29,03/23/2022
39675,Beacon Falls,18-24,No,439.0,390.0,88.84,348.0,79.27,173.0,39.41,03/23/2022
39676,Beacon Falls,25-44,No,1527.0,1050.0,68.76,960.0,62.87,445.0,29.14,03/23/2022
39677,Beacon Falls,45-64,No,1929.0,1530.0,79.32,1452.0,75.27,916.0,47.49,03/23/2022
39678,Beacon Falls,65+,No,951.0,1138.0,100.0,1074.0,100.0,860.0,90.43,03/23/2022
39679,Berlin,5-11,No,1598.0,552.0,34.54,459.0,28.72,,,03/23/2022
39680,Berlin,12-17,No,1538.0,1009.0,65.6,908.0,59.04,376.0,24.45,03/23/2022
39681,Berlin,18-24,No,1490.0,1341.0,90.0,1236.0,82.95,651.0,43.69,03/23/2022
39682,Berlin,25-44,No,4289.0,3601.0,83.96,3318.0,77.36,1737.0,40.5,03/23/2022
39683,Berlin,45-64,No,6790.0,5312.0,78.23,5062.0,74.55,3455.0,50.88,03/23/2022
39684,Berlin,65+,No,4012.0,4480.0,100.0,4256.0,100.0,3497.0,87.16,03/23/2022
39685,Bethany,5-11,No,429.0,268.0,62.47,241.0,56.18,,,03/23/2022
39686,Bethany,12-17,No,476.0,317.0,66.6,301.0,63.24,131.0,27.52,03/23/2022
39687,Bethany,18-24,No,386.0,437.0,100.0,384.0,99.48,210.0,54.4,03/23/2022
39688,Bethany,25-44,No,1011.0,896.0,88.63,830.0,82.1,477.0,47.18,03/23/2022
39689,Bethany,45-64,No,2135.0,1524.0,71.38,1451.0,67.96,986.0,46.18,03/23/2022
39690,Bethany,65+,No,866.0,1057.0,100.0,997.0,100.0,787.0,90.88,03/23/2022
39691,Bethel,5-11,No,1695.0,859.0,50.68,767.0,45.25,8.0,0.47,03/23/2022
39692,Bethel,12-17,No,1557.0,1369.0,87.93,1284.0,82.47,431.0,27.68,03/23/2022
39693,Bethel,18-24,No,1600.0,1404.0,87.75,1233.0,77.06,549.0,34.31,03/23/2022
39694,Bethel,25-44,No,4522.0,4145.0,91.66,3689.0,81.58,1825.0,40.36,03/23/2022
39695,Bethel,45-64,No,6259.0,5235.0,83.64,4872.0,77.84,3143.0,50.22,03/23/2022
39696,Bethel,65+,No,2874.0,3111.0,100.0,2883.0,100.0,2203.0,76.65,03/23/2022
39697,Bethlehem,5-11,No,220.0,69.0,31.36,66.0,30.0,,,03/23/2022
39698,Bethlehem,12-17,No,265.0,125.0,47.17,119.0,44.91,46.0,17.36,03/23/2022
39699,Bethlehem,18-24,No,285.0,152.0,53.33,133.0,46.67,63.0,22.11,03/23/2022
39700,Bethlehem,25-44,No,575.0,465.0,80.87,433.0,75.3,187.0,32.52,03/23/2022
39701,Bethlehem,45-64,No,1390.0,838.0,60.29,785.0,56.47,468.0,33.67,03/23/2022
39702,Bethlehem,65+,No,646.0,792.0,100.0,738.0,100.0,565.0,87.46,03/23/2022
39703,Bloomfield,5-11,No,1341.0,534.0,39.82,457.0,34.08,10.0,0.75,03/23/2022
39704,Bloomfield,12-17,No,1318.0,914.0,69.35,853.0,64.72,221.0,16.77,03/23/2022
39705,Bloomfield,18-24,No,1665.0,1312.0,78.8,1158.0,69.55,474.0,28.47,03/23/2022
39706,Bloomfield,25-44,No,4182.0,4034.0,96.46,3647.0,87.21,1616.0,38.64,03/23/2022
39707,Bloomfield,45-64,No,6268.0,5418.0,86.44,5038.0,80.38,3164.0,50.48,03/23/2022
39708,Bloomfield,65+,No,5199.0,5844.0,100.0,5436.0,100.0,4112.0,79.09,03/23/2022
39709,Bolton,5-11,No,367.0,180.0,49.05,163.0,44.41,,,03/23/2022
39710,Bolton,12-17,No,406.0,304.0,74.88,294.0,72.41,154.0,37.93,03/23/2022
39711,Bolton,18-24,No,424.0,317.0,74.76,298.0,70.28,155.0,36.56,03/23/2022
39712,Bolton,25-44,No,953.0,860.0,90.24,793.0,83.21,438.0,45.96,03/23/2022
39713,Bolton,45-64,No,1723.0,1325.0,76.9,1264.0,73.36,909.0,52.76,03/23/2022
39714,Bolton,65+,No,850.0,981.0,100.0,934.0,100.0,790.0,92.94,03/23/2022
39715,Bozrah,5-11,No,195.0,54.0,27.69,49.0,25.13,,,03/23/2022
39716,Bozrah,12-17,No,190.0,113.0,59.47,107.0,56.32,26.0,13.68,03/23/2022
39717,Bozrah,18-24,No,224.0,125.0,55.8,111.0,49.55,45.0,20.09,03/23/2022
39718,Bozrah,25-44,No,556.0,368.0,66.19,340.0,61.15,172.0,30.94,03/23/2022
39719,Bozrah,45-64,No,902.0,659.0,73.06,629.0,69.73,419.0,46.45,03/23/2022
39720,Bozrah,65+,No,427.0,550.0,100.0,516.0,100.0,395.0,92.51,03/23/2022
39721,Branford,5-11,No,1701.0,787.0,46.27,703.0,41.33,5.0,0.29,03/23/2022
39722,Branford,12-17,No,1685.0,1246.0,73.95,1164.0,69.08,479.0,28.43,03/23/2022
39723,Branford,18-24,No,1821.0,1701.0,93.41,1508.0,82.81,698.0,38.33,03/23/2022
39724,Branford,25-44,No,6435.0,5409.0,84.06,4950.0,76.92,2691.0,41.82,03/23/2022
39725,Branford,45-64,No,9359.0,7462.0,79.73,7025.0,75.06,4980.0,53.21,03/23/2022
39726,Branford,65+,No,6079.0,6854.0,100.0,6362.0,100.0,5175.0,85.13,03/23/2022
39727,Bridgeport,5-11,Yes,14057.0,3826.0,27.22,2953.0,21.01,15.0,0.11,03/23/2022
39728,Bridgeport,12-17,Yes,12113.0,8345.0,68.89,7103.0,58.64,1124.0,9.28,03/23/2022
39729,Bridgeport,18-24,Yes,17713.0,11082.0,62.56,9198.0,51.93,2159.0,12.19,03/23/2022
39730,Bridgeport,25-44,Yes,43540.0,34471.0,79.17,29652.0,68.1,8264.0,18.98,03/23/2022
39731,Bridgeport,45-64,Yes,34783.0,32061.0,92.17,29075.0,83.59,13681.0,39.33,03/23/2022
39732,Bridgeport,65+,Yes,15163.0,15814.0,100.0,14617.0,96.4,9206.0,60.71,03/23/2022
39733,Bridgewater,5-11,No,94.0,35.0,37.23,29.0,30.85,,,03/23/2022
39734,Bridgewater,12-17,No,109.0,80.0,73.39,76.0,69.72,30.0,27.52,03/23/2022
39735,Bridgewater,18-24,No,85.0,101.0,100.0,84.0,98.82,38.0,44.71,03/23/2022
39736,Bridgewater,25-44,No,229.0,197.0,86.03,181.0,79.04,88.0,38.43,03/23/2022
39737,Bridgewater,45-64,No,635.0,494.0,77.8,456.0,71.81,299.0,47.09,03/23/2022
39738,Bridgewater,65+,No,474.0,497.0,100.0,458.0,96.62,357.0,75.32,03/23/2022
39739,Bristol,5-11,Yes,4954.0,1567.0,31.63,1362.0,27.49,5.0,0.1,03/23/2022
39740,Bristol,12-17,Yes,4255.0,3020.0,70.98,2795.0,65.69,743.0,17.46,03/23/2022
39741,Bristol,18-24,Yes,4765.0,3865.0,81.11,3479.0,73.01,1336.0,28.04,03/23/2022
39742,Bristol,25-44,Yes,16235.0,12761.0,78.6,11771.0,72.5,5235.0,32.25,03/23/2022
39743,Bristol,45-64,Yes,17083.0,14776.0,86.5,14065.0,82.33,8774.0,51.36,03/23/2022
39744,Bristol,65+,Yes,9960.0,10556.0,100.0,9974.0,100.0,7300.0,73.29,03/23/2022
39745,Brookfield,5-11,No,1551.0,674.0,43.46,592.0,38.17,,,03/23/2022
39746,Brookfield,12-17,No,1565.0,1229.0,78.53,1164.0,74.38,426.0,27.22,03/23/2022
39747,Brookfield,18-24,No,1434.0,1314.0,91.63,1154.0,80.47,494.0,34.45,03/23/2022
39748,Brookfield,25-44,No,3384.0,3191.0,94.3,2872.0,84.87,1418.0,41.9,03/23/2022
39749,Brookfield,45-64,No,5665.0,4871.0,85.98,4531.0,79.98,2971.0,52.44,03/23/2022
39750,Brookfield,65+,No,2746.0,3237.0,100.0,2971.0,100.0,2293.0,83.5,03/23/2022
39751,Brooklyn,5-11,No,652.0,211.0,32.36,182.0,27.91,,,03/23/2022
39752,Brooklyn,12-17,No,587.0,377.0,64.22,356.0,60.65,117.0,19.93,03/23/2022
39753,Brooklyn,18-24,No,616.0,464.0,75.32,418.0,67.86,154.0,25.0,03/23/2022
39754,Brooklyn,25-44,No,2237.0,1345.0,60.13,1225.0,54.76,565.0,25.26,03/23/2022
39755,Brooklyn,45-64,No,2471.0,1898.0,76.81,1762.0,71.31,1074.0,43.46,03/23/2022
39756,Brooklyn,65+,No,1310.0,1452.0,100.0,1348.0,100.0,1043.0,79.62,03/23/2022
39757,Burlington,5-11,No,933.0,381.0,40.84,341.0,36.55,,,03/23/2022
39758,Burlington,12-17,No,905.0,679.0,75.03,664.0,73.37,289.0,31.93,03/23/2022
39759,Burlington,18-24,No,688.0,709.0,100.0,653.0,94.91,379.0,55.09,03/23/2022
39760,Burlington,25-44,No,1997.0,1707.0,85.48,1594.0,79.82,906.0,45.37,03/23/2022
39761,Burlington,45-64,No,3389.0,2749.0,81.12,2646.0,78.08,1879.0,55.44,03/23/2022
39762,Burlington,65+,No,1234.0,1570.0,100.0,1491.0,100.0,1199.0,97.16,03/23/2022
39763,Canaan,5-11,No,75.0,65.0,86.67,61.0,81.33,,,03/23/2022
39764,Canaan,12-17,No,74.0,91.0,100.0,85.0,100.0,34.0,45.95,03/23/2022
39765,Canaan,18-24,No,80.0,89.0,100.0,79.0,98.75,37.0,46.25,03/23/2022
39766,Canaan,25-44,No,237.0,287.0,100.0,245.0,100.0,126.0,53.16,03/23/2022
39767,Canaan,45-64,No,379.0,408.0,100.0,377.0,99.47,265.0,69.92,03/23/2022
39768,Canaan,65+,No,321.0,404.0,100.0,368.0,100.0,272.0,84.74,03/23/2022
39769,Canterbury,5-11,No,384.0,128.0,33.33,113.0,29.43,,,03/23/2022
39770,Canterbury,12-17,No,410.0,182.0,44.39,176.0,42.93,48.0,11.71,03/23/2022
39771,Canterbury,18-24,No,397.0,281.0,70.78,257.0,64.74,105.0,26.45,03/23/2022
39772,Canterbury,25-44,No,1153.0,799.0,69.3,734.0,63.66,322.0,27.93,03/23/2022
39773,Canterbury,45-64,No,1764.0,1271.0,72.05,1195.0,67.74,725.0,41.1,03/23/2022
