,Town,At least one census tract SVI≥0.75,Population,Initiated Vaccination Count,Initiated Vaccination Percent,Fully Vaccinated Count,Fully Vaccinated Percent,Date Updated
3953,Burlington,No,9704.0,6829,70.37,6528,67.27,09/29/2021
3954,Canaan,No,1053.0,1142,100.0,1070,100.0,09/29/2021
3955,Canterbury,No,5079.0,2994,58.95,2827,55.66,09/29/2021
3956,Canton,No,10254.0,7392,72.09,7065,68.9,09/29/2021
3957,Chaplin,No,2239.0,1342,59.94,1259,56.23,09/29/2021
3958,Cheshire,No,28937.0,21769,75.23,20805,71.9,09/29/2021
3959,Chester,No,4213.0,3013,71.52,2880,68.36,09/29/2021
3960,Clinton,No,12925.0,9933,76.85,9389,72.64,09/29/2021
3961,Colchester,No,15809.0,11008,69.63,10442,66.05,09/29/2021
3962,Colebrook,No,1400.0,992,70.86,930,66.43,09/29/2021
3963,Columbia,No,5379.0,3642,67.71,3489,64.86,09/29/2021
3964,Cornwall,No,1362.0,1124,82.53,1053,77.31,09/29/2021
3965,Coventry,No,12407.0,8349,67.29,7996,64.45,09/29/2021
3966,Cromwell,No,13839.0,10841,78.34,10272,74.23,09/29/2021
3967,Danbury,Yes,84694.0,60230,71.11,53907,63.65,09/29/2021
3968,Darien,No,21728.0,16719,76.95,15484,71.26,09/29/2021
3969,Deep River,No,4443.0,3359,75.6,3176,71.48,09/29/2021
3970,Derby,Yes,12339.0,9748,79.0,8564,69.41,09/29/2021
3971,Durham,No,7165.0,5254,73.33,5003,69.83,09/29/2021
3972,East Granby,No,5140.0,3712,72.22,3524,68.56,09/29/2021
3973,East Haddam,No,8997.0,6171,68.59,5560,61.8,09/29/2021
3974,East Hampton,No,12800.0,8742,68.3,8324,65.03,09/29/2021
3975,East Hartford,Yes,49872.0,34021,68.22,30777,61.71,09/29/2021
3976,East Haven,Yes,28569.0,18154,63.54,16940,59.3,09/29/2021
3977,East Lyme,No,18462.0,14160,76.7,13487,73.05,09/29/2021
3978,East Windsor,No,11668.0,7306,62.62,6835,58.58,09/29/2021
3979,Eastford,No,1790.0,1056,58.99,994,55.53,09/29/2021
3980,Easton,No,7521.0,5494,73.05,5185,68.94,09/29/2021
3981,Ellington,No,16467.0,11087,67.33,10468,63.57,09/29/2021
3982,Enfield,Yes,43659.0,26134,59.86,24522,56.17,09/29/2021
3983,Essex,No,6668.0,5317,79.74,5046,75.67,09/29/2021
3984,Fairfield,No,62045.0,44225,71.28,41699,67.21,09/29/2021
3985,Farmington,No,25497.0,20686,81.13,19658,77.1,09/29/2021
3986,Franklin,No,1920.0,1260,65.62,1190,61.98,09/29/2021
3987,Glastonbury,No,34482.0,26984,78.26,25676,74.46,09/29/2021
3988,Goshen,No,2863.0,2033,71.01,1918,66.99,09/29/2021
3989,Granby,No,11507.0,7942,69.02,7602,66.06,09/29/2021
3990,Greenwich,No,62840.0,45201,71.93,41768,66.47,09/29/2021
3991,Griswold,Yes,11534.0,6499,56.35,6134,53.18,09/29/2021
3992,Groton,Yes,38436.0,23064,60.01,21712,56.49,09/29/2021
3993,Guilford,No,22133.0,17355,78.41,16592,74.96,09/29/2021
3994,Haddam,No,8193.0,6314,77.07,5966,72.82,09/29/2021
3995,Hamden,No,60556.0,40511,66.9,38162,63.02,09/29/2021
3996,Hampton,No,1842.0,1128,61.24,1067,57.93,09/29/2021
3997,Hartford,Yes,122105.0,66071,54.11,57602,47.17,09/29/2021
3998,Hartland,No,2120.0,1260,59.43,1184,55.85,09/29/2021
3999,Harwinton,No,5420.0,3679,67.88,3524,65.02,09/29/2021
4000,Hebron,No,9504.0,6738,70.9,6416,67.51,09/29/2021
4001,Kent,No,2777.0,2355,84.8,2168,78.07,09/29/2021
4002,Killingly,Yes,17336.0,9572,55.21,8936,51.55,09/29/2021
4003,Killingworth,No,6364.0,4664,73.29,4450,69.92,09/29/2021
4004,Lebanon,No,7144.0,4709,65.92,4484,62.77,09/29/2021
4005,Ledyard,No,14621.0,9722,66.49,9236,63.17,09/29/2021
4006,Lisbon,No,4220.0,2684,63.6,2545,60.31,09/29/2021
4007,Litchfield,No,8094.0,5881,72.66,5501,67.96,09/29/2021
4008,Lyme,No,2316.0,1990,85.92,1898,81.95,09/29/2021
4009,Madison,No,18030.0,14356,79.62,13707,76.02,09/29/2021
4010,Manchester,Yes,57584.0,39018,67.76,36227,62.91,09/29/2021
4011,Mansfield,No,25487.0,9618,37.74,9056,35.53,09/29/2021
4012,Marlborough,No,6335.0,4522,71.38,4315,68.11,09/29/2021
4013,Meriden,Yes,59395.0,39567,66.62,36426,61.33,09/29/2021
4014,Middlebury,No,7798.0,5738,73.58,5456,69.97,09/29/2021
4015,Middlefield,No,4374.0,3089,70.62,2951,67.47,09/29/2021
4016,Middletown,Yes,46258.0,33977,73.45,31727,68.59,09/29/2021
4017,Milford,Yes,54747.0,38320,69.99,36545,66.75,09/29/2021
4018,Monroe,No,19434.0,13819,71.11,13118,67.5,09/29/2021
4019,Montville,Yes,18508.0,11431,61.76,10765,58.16,09/29/2021
4020,Morris,No,2254.0,1509,66.95,1425,63.22,09/29/2021
4021,Naugatuck,No,31108.0,19699,63.32,18204,58.52,09/29/2021
4022,New Britain,Yes,72495.0,40337,55.64,36702,50.63,09/29/2021
4023,New Canaan,No,20233.0,15972,78.94,14660,72.46,09/29/2021
4024,New Fairfield,No,13878.0,9200,66.29,8670,62.47,09/29/2021
4025,New Hartford,No,6656.0,4556,68.45,4343,65.25,09/29/2021
4026,New Haven,Yes,130250.0,80484,61.79,73286,56.27,09/29/2021
4027,New London,Yes,26858.0,16494,61.41,15023,55.93,09/29/2021
4028,New Milford,No,26805.0,19522,72.83,18304,68.29,09/29/2021
4029,Newington,No,30014.0,22183,73.91,21082,70.24,09/29/2021
4030,Newtown,No,27891.0,20176,72.34,19117,68.54,09/29/2021
4031,Norfolk,No,1630.0,1094,67.12,1030,63.19,09/29/2021
4032,North Branford,No,14146.0,10494,74.18,10023,70.85,09/29/2021
4033,North Canaan,No,3251.0,1903,58.54,1767,54.35,09/29/2021
4034,North Haven,No,23683.0,19293,81.46,18426,77.8,09/29/2021
4035,North Stonington,No,5196.0,3118,60.01,3002,57.78,09/29/2021
4036,Norwalk,Yes,88816.0,66148,74.48,60331,67.93,09/29/2021
4037,Norwich,Yes,38768.0,23766,61.3,22057,56.89,09/29/2021
4038,Old Lyme,No,7306.0,5734,78.48,5481,75.02,09/29/2021
4039,Old Saybrook,No,10061.0,8553,85.01,8118,80.69,09/29/2021
4040,Orange,Yes,13926.0,10342,74.26,9858,70.79,09/29/2021
4041,Oxford,No,13255.0,9025,68.09,8562,64.59,09/29/2021
4042,Plainfield,Yes,15125.0,8248,54.53,7721,51.05,09/29/2021
4043,Plainville,No,17534.0,11733,66.92,11043,62.98,09/29/2021
4044,Plymouth,No,11598.0,6806,58.68,6402,55.2,09/29/2021
4045,Pomfret,No,4203.0,2788,66.33,2571,61.17,09/29/2021
4046,Portland,No,9267.0,6789,73.26,6431,69.4,09/29/2021
4047,Preston,No,4625.0,3007,65.02,2885,62.38,09/29/2021
4048,Prospect,No,9702.0,6518,67.18,6228,64.19,09/29/2021
4049,Putnam,No,9389.0,5276,56.19,4921,52.41,09/29/2021
4050,Redding,No,9116.0,6141,67.37,5813,63.77,09/29/2021
4051,Resident out of state,,,84160,,64729,,09/29/2021
4052,Ridgefield,No,24959.0,18535,74.26,17545,70.3,09/29/2021
4053,Rocky Hill,No,20115.0,14990,74.52,14255,70.87,09/29/2021
4054,Roxbury,No,2152.0,1710,79.46,1589,73.84,09/29/2021
4055,Salem,No,4083.0,2801,68.6,2651,64.93,09/29/2021
4056,Salisbury,No,3600.0,3277,91.03,3056,84.89,09/29/2021
4057,Scotland,No,1672.0,940,56.22,893,53.41,09/29/2021
4058,Seymour,No,16437.0,10920,66.44,10224,62.2,09/29/2021
4059,Sharon,No,2689.0,1832,68.13,1707,63.48,09/29/2021
4060,Shelton,No,41129.0,28871,70.2,27193,66.12,09/29/2021
4061,Sherman,No,3630.0,2343,64.55,2198,60.55,09/29/2021
4062,Simsbury,No,25395.0,19199,75.6,18271,71.95,09/29/2021
4063,Somers,No,10784.0,6539,60.64,6166,57.18,09/29/2021
4064,South Windsor,No,26162.0,20003,76.46,19107,73.03,09/29/2021
4065,Southbury,No,19571.0,14577,74.48,13861,70.82,09/29/2021
4066,Southington,No,43834.0,31457,71.76,30069,68.6,09/29/2021
4067,Sprague,No,2859.0,1649,57.68,1559,54.53,09/29/2021
4068,Stafford,No,11893.0,6621,55.67,6214,52.25,09/29/2021
4069,Stamford,Yes,129638.0,100504,77.53,90018,69.44,09/29/2021
4070,Sterling,No,3782.0,1788,47.28,1657,43.81,09/29/2021
4071,Stonington,No,18559.0,13214,71.2,12633,68.07,09/29/2021
4072,Stratford,No,51849.0,35230,67.95,32884,63.42,09/29/2021
4073,Suffield,No,15814.0,10448,66.07,9757,61.7,09/29/2021
4074,Thomaston,No,7535.0,4996,66.3,4765,63.24,09/29/2021
4075,Thompson,No,9379.0,4432,47.25,4159,44.34,09/29/2021
4076,Tolland,No,14618.0,10510,71.9,10053,68.77,09/29/2021
4077,Torrington,Yes,34044.0,22845,67.1,21363,62.75,09/29/2021
4078,Trumbull,No,35673.0,27306,76.55,25840,72.44,09/29/2021
4079,Union,No,839.0,519,61.86,485,57.81,09/29/2021
4080,Vernon,Yes,29359.0,20538,69.95,19373,65.99,09/29/2021
4081,Voluntown,No,2510.0,1518,60.48,1456,58.01,09/29/2021
4082,Wallingford,No,44326.0,32683,73.73,31088,70.13,09/29/2021
4083,Warren,No,1395.0,980,70.25,920,65.95,09/29/2021
4084,Washington,No,3428.0,2798,81.62,2570,74.97,09/29/2021
4085,Waterbury,Yes,107568.0,62853,58.43,55978,52.04,09/29/2021
4086,Waterford,Yes,18746.0,14094,75.18,13399,71.48,09/29/2021
4087,Watertown,No,21578.0,15078,69.88,14225,65.92,09/29/2021
4088,West Hartford,Yes,62965.0,50360,79.98,47504,75.45,09/29/2021
4089,West Haven,Yes,54620.0,35805,65.55,33335,61.03,09/29/2021
4090,Westbrook,No,6869.0,5196,75.64,4867,70.85,09/29/2021
4091,Weston,No,10252.0,7791,75.99,7327,71.47,09/29/2021
4092,Westport,No,28491.0,21426,75.2,19917,69.91,09/29/2021
4093,Wethersfield,No,26008.0,20310,78.09,19330,74.32,09/29/2021
4094,Willington,No,5864.0,3541,60.39,3359,57.28,09/29/2021
4095,Wilton,No,18343.0,14393,78.47,13517,73.69,09/29/2021
4096,Winchester,Yes,10604.0,6442,60.75,6000,56.58,09/29/2021
4097,Windham,Yes,24561.0,13900,56.59,12856,52.34,09/29/2021
4098,Windsor,No,28733.0,21107,73.46,19715,68.61,09/29/2021
4099,Windsor Locks,Yes,12854.0,8399,65.34,7914,61.57,09/29/2021
4100,Wolcott,No,16587.0,10963,66.09,10360,62.46,09/29/2021
4101,Woodbridge,No,8750.0,6910,78.97,6567,75.05,09/29/2021
4102,Woodbury,No,9502.0,6781,71.36,6451,67.89,09/29/2021
4103,Woodstock,No,7858.0,5012,63.78,4713,59.98,09/29/2021
4104,Address pending validation,,,16348,,14882,,10/06/2021
4105,Andover,No,3236.0,2211,68.33,2112,65.27,10/06/2021
4106,Ansonia,Yes,18654.0,11254,60.33,10319,55.32,10/06/2021
4107,Ashford,No,4255.0,2736,64.3,2612,61.39,10/06/2021
4108,Avon,No,18276.0,14993,82.04,14241,77.92,10/06/2021
4109,Barkhamsted,No,3606.0,2507,69.52,2396,66.44,10/06/2021
4110,Beacon Falls,No,6222.0,4055,65.17,3852,61.91,10/06/2021
4111,Berlin,No,20436.0,14452,70.72,13808,67.57,10/06/2021
4112,Bethany,No,5548.0,3921,70.67,3746,67.52,10/06/2021
4113,Bethel,No,19800.0,13194,66.64,12276,62.0,10/06/2021
4114,Bethlehem,No,3402.0,2217,65.17,2103,61.82,10/06/2021
4115,Bloomfield,No,21211.0,15739,74.2,14495,68.34,10/06/2021
4116,Bolton,No,4884.0,3432,70.27,3277,67.1,10/06/2021
4117,Bozrah,No,2726.0,1646,60.38,1572,57.67,10/06/2021
4118,Branford,No,27900.0,21130,75.73,20064,71.91,10/06/2021
4119,Bridgeport,Yes,144399.0,86634,60.0,76739,53.14,10/06/2021
4120,Bridgewater,No,1635.0,1277,78.1,1209,73.94,10/06/2021
4121,Bristol,Yes,59947.0,40623,67.76,37892,63.21,10/06/2021
4122,Brookfield,No,16973.0,12450,73.35,11761,69.29,10/06/2021
4123,Brooklyn,No,8272.0,4867,58.84,4533,54.8,10/06/2021
4124,Burlington,No,9704.0,6860,70.69,6545,67.45,10/06/2021
4125,Canaan,No,1053.0,1142,100.0,1069,100.0,10/06/2021
4126,Canterbury,No,5079.0,3020,59.46,2854,56.19,10/06/2021
4127,Canton,No,10254.0,7419,72.35,7103,69.27,10/06/2021
4128,Chaplin,No,2239.0,1358,60.65,1279,57.12,10/06/2021
4129,Cheshire,No,28937.0,21878,75.61,20879,72.15,10/06/2021
4130,Chester,No,4213.0,3024,71.78,2884,68.45,10/06/2021
4131,Clinton,No,12925.0,10001,77.38,9446,73.08,10/06/2021
4132,Colchester,No,15809.0,11119,70.33,10555,66.77,10/06/2021
4133,Colebrook,No,1400.0,996,71.14,936,66.86,10/06/2021
4134,Columbia,No,5379.0,3674,68.3,3502,65.11,10/06/2021
4135,Cornwall,No,1362.0,1133,83.19,1059,77.75,10/06/2021
4136,Coventry,No,12407.0,8408,67.77,8040,64.8,10/06/2021
4137,Cromwell,No,13839.0,10892,78.71,10316,74.54,10/06/2021
4138,Danbury,Yes,84694.0,60625,71.58,54279,64.09,10/06/2021
4139,Darien,No,21728.0,16760,77.14,15499,71.33,10/06/2021
4140,Deep River,No,4443.0,3377,76.01,3197,71.96,10/06/2021
4141,Derby,Yes,12339.0,9852,79.84,8664,70.22,10/06/2021
4142,Durham,No,7165.0,5273,73.59,5024,70.12,10/06/2021
4143,East Granby,No,5140.0,3723,72.43,3538,68.83,10/06/2021
4144,East Haddam,No,8997.0,6202,68.93,5592,62.15,10/06/2021
4145,East Hampton,No,12800.0,8789,68.66,8367,65.37,10/06/2021
4146,East Hartford,Yes,49872.0,34289,68.75,31066,62.29,10/06/2021
4147,East Haven,Yes,28569.0,18272,63.96,17068,59.74,10/06/2021
4148,East Lyme,No,18462.0,14392,77.95,13691,74.16,10/06/2021
4149,East Windsor,No,11668.0,7363,63.1,6891,59.06,10/06/2021
4150,Eastford,No,1790.0,1064,59.44,1008,56.31,10/06/2021
4151,Easton,No,7521.0,5516,73.34,5210,69.27,10/06/2021
4152,Ellington,No,16467.0,11143,67.67,10566,64.16,10/06/2021
4153,Enfield,Yes,43659.0,26279,60.19,24674,56.52,10/06/2021
4154,Essex,No,6668.0,5350,80.23,5068,76.0,10/06/2021
4155,Fairfield,No,62045.0,44435,71.62,41829,67.42,10/06/2021
4156,Farmington,No,25497.0,20718,81.26,19685,77.21,10/06/2021
4157,Franklin,No,1920.0,1263,65.78,1203,62.66,10/06/2021
4158,Glastonbury,No,34482.0,27141,78.71,25779,74.76,10/06/2021
4159,Goshen,No,2863.0,2045,71.43,1926,67.27,10/06/2021
4160,Granby,No,11507.0,7960,69.18,7614,66.17,10/06/2021
4161,Greenwich,No,62840.0,45303,72.09,41808,66.53,10/06/2021
4162,Griswold,Yes,11534.0,6560,56.88,6211,53.85,10/06/2021
4163,Groton,Yes,38436.0,23370,60.8,21966,57.15,10/06/2021
4164,Guilford,No,22133.0,17431,78.76,16624,75.11,10/06/2021
4165,Haddam,No,8193.0,6335,77.32,5983,73.03,10/06/2021
4166,Hamden,No,60556.0,40738,67.27,38382,63.38,10/06/2021
4167,Hampton,No,1842.0,1141,61.94,1078,58.52,10/06/2021
4168,Hartford,Yes,122105.0,66821,54.72,58403,47.83,10/06/2021
4169,Hartland,No,2120.0,1264,59.62,1188,56.04,10/06/2021
4170,Harwinton,No,5420.0,3708,68.41,3549,65.48,10/06/2021
4171,Hebron,No,9504.0,6768,71.21,6443,67.79,10/06/2021
4172,Kent,No,2777.0,2357,84.88,2175,78.32,10/06/2021
4173,Killingly,Yes,17336.0,9648,55.65,9020,52.03,10/06/2021
4174,Killingworth,No,6364.0,4688,73.66,4477,70.35,10/06/2021
4175,Lebanon,No,7144.0,4752,66.52,4516,63.21,10/06/2021
4176,Ledyard,No,14621.0,9865,67.47,9378,64.14,10/06/2021
4177,Lisbon,No,4220.0,2705,64.1,2574,61.0,10/06/2021
4178,Litchfield,No,8094.0,5906,72.97,5535,68.38,10/06/2021
4179,Lyme,No,2316.0,2011,86.83,1912,82.56,10/06/2021
4180,Madison,No,18030.0,14396,79.84,13728,76.14,10/06/2021
4181,Manchester,Yes,57584.0,39290,68.23,36521,63.42,10/06/2021
4182,Mansfield,No,25487.0,9669,37.94,9107,35.73,10/06/2021
4183,Marlborough,No,6335.0,4538,71.63,4321,68.21,10/06/2021
4184,Meriden,Yes,59395.0,39850,67.09,36770,61.91,10/06/2021
4185,Middlebury,No,7798.0,5763,73.9,5476,70.22,10/06/2021
4186,Middlefield,No,4374.0,3102,70.92,2967,67.83,10/06/2021
4187,Middletown,Yes,46258.0,34192,73.92,31931,69.03,10/06/2021
4188,Milford,Yes,54747.0,38476,70.28,36691,67.02,10/06/2021
4189,Monroe,No,19434.0,13883,71.44,13189,67.87,10/06/2021
4190,Montville,Yes,18508.0,11555,62.43,10878,58.77,10/06/2021
4191,Morris,No,2254.0,1523,67.57,1433,63.58,10/06/2021
4192,Naugatuck,No,31108.0,19855,63.83,18377,59.07,10/06/2021
4193,New Britain,Yes,72495.0,40718,56.17,37155,51.25,10/06/2021
4194,New Canaan,No,20233.0,16030,79.23,14690,72.6,10/06/2021
4195,New Fairfield,No,13878.0,9264,66.75,8695,62.65,10/06/2021
4196,New Hartford,No,6656.0,4570,68.66,4349,65.34,10/06/2021
4197,New Haven,Yes,130250.0,81192,62.34,74024,56.83,10/06/2021
4198,New London,Yes,26858.0,16655,62.01,15211,56.63,10/06/2021
4199,New Milford,No,26805.0,19635,73.25,18420,68.72,10/06/2021
4200,Newington,No,30014.0,22285,74.25,21185,70.58,10/06/2021
4201,Newtown,No,27891.0,20270,72.68,19182,68.77,10/06/2021
4202,Norfolk,No,1630.0,1100,67.48,1036,63.56,10/06/2021
4203,North Branford,No,14146.0,10549,74.57,10058,71.1,10/06/2021
4204,North Canaan,No,3251.0,1912,58.81,1772,54.51,10/06/2021
4205,North Haven,No,23683.0,19404,81.93,18519,78.2,10/06/2021
4206,North Stonington,No,5196.0,3146,60.55,3027,58.26,10/06/2021
4207,Norwalk,Yes,88816.0,66533,74.91,60774,68.43,10/06/2021
4208,Norwich,Yes,38768.0,23999,61.9,22276,57.46,10/06/2021
4209,Old Lyme,No,7306.0,5792,79.28,5517,75.51,10/06/2021
4210,Old Saybrook,No,10061.0,8616,85.64,8146,80.97,10/06/2021
4211,Orange,Yes,13926.0,10401,74.69,9935,71.34,10/06/2021
4212,Oxford,No,13255.0,9063,68.37,8588,64.79,10/06/2021
4213,Plainfield,Yes,15125.0,8303,54.9,7799,51.56,10/06/2021
4214,Plainville,No,17534.0,11794,67.26,11126,63.45,10/06/2021
4215,Plymouth,No,11598.0,6860,59.15,6450,55.61,10/06/2021
4216,Pomfret,No,4203.0,2816,67.0,2621,62.36,10/06/2021
4217,Portland,No,9267.0,6821,73.61,6461,69.72,10/06/2021
4218,Preston,No,4625.0,3036,65.64,2923,63.2,10/06/2021
4219,Prospect,No,9702.0,6552,67.53,6270,64.63,10/06/2021
4220,Putnam,No,9389.0,5309,56.54,4951,52.73,10/06/2021
4221,Redding,No,9116.0,6197,67.98,5849,64.16,10/06/2021
4222,Resident out of state,,,87041,,66329,,10/06/2021
4223,Ridgefield,No,24959.0,18599,74.52,17547,70.3,10/06/2021
4224,Rocky Hill,No,20115.0,15047,74.8,14315,71.17,10/06/2021
4225,Roxbury,No,2152.0,1724,80.11,1591,73.93,10/06/2021
4226,Salem,No,4083.0,2847,69.73,2698,66.08,10/06/2021
4227,Salisbury,No,3600.0,3312,92.0,3078,85.5,10/06/2021
4228,Scotland,No,1672.0,949,56.76,901,53.89,10/06/2021
4229,Seymour,No,16437.0,11017,67.03,10314,62.75,10/06/2021
4230,Sharon,No,2689.0,1834,68.2,1704,63.37,10/06/2021
4231,Shelton,No,41129.0,29001,70.51,27403,66.63,10/06/2021
4232,Sherman,No,3630.0,2355,64.88,2202,60.66,10/06/2021
4233,Simsbury,No,25395.0,19251,75.81,18300,72.06,10/06/2021
4234,Somers,No,10784.0,6587,61.08,6199,57.48,10/06/2021
4235,South Windsor,No,26162.0,20073,76.73,19159,73.23,10/06/2021
4236,Southbury,No,19571.0,14647,74.84,13893,70.99,10/06/2021
4237,Southington,No,43834.0,31580,72.04,30211,68.92,10/06/2021
4238,Sprague,No,2859.0,1662,58.13,1569,54.88,10/06/2021
4239,Stafford,No,11893.0,6664,56.03,6261,52.64,10/06/2021
4240,Stamford,Yes,129638.0,101144,78.02,90639,69.92,10/06/2021
4241,Sterling,No,3782.0,1811,47.88,1669,44.13,10/06/2021
4242,Stonington,No,18559.0,13353,71.95,12743,68.66,10/06/2021
4243,Stratford,No,51849.0,35480,68.43,33146,63.93,10/06/2021
4244,Suffield,No,15814.0,10489,66.33,9792,61.92,10/06/2021
4245,Thomaston,No,7535.0,5017,66.58,4786,63.52,10/06/2021
4246,Thompson,No,9379.0,4463,47.59,4194,44.72,10/06/2021
4247,Tolland,No,14618.0,10566,72.28,10103,69.11,10/06/2021
4248,Torrington,Yes,34044.0,23006,67.58,21529,63.24,10/06/2021
4249,Trumbull,No,35673.0,27387,76.77,25947,72.74,10/06/2021
4250,Union,No,839.0,523,62.34,486,57.93,10/06/2021
4251,Vernon,Yes,29359.0,20649,70.33,19496,66.41,10/06/2021
4252,Voluntown,No,2510.0,1534,61.12,1471,58.61,10/06/2021
4253,Wallingford,No,44326.0,32855,74.12,31252,70.5,10/06/2021
4254,Warren,No,1395.0,982,70.39,920,65.95,10/06/2021
4255,Washington,No,3428.0,2821,82.29,2584,75.38,10/06/2021
4256,Waterbury,Yes,107568.0,63498,59.03,56752,52.76,10/06/2021
4257,Waterford,Yes,18746.0,14274,76.14,13557,72.32,10/06/2021
4258,Watertown,No,21578.0,15166,70.28,14315,66.34,10/06/2021
4259,West Hartford,Yes,62965.0,50550,80.28,47710,75.77,10/06/2021
4260,West Haven,Yes,54620.0,36056,66.01,33626,61.56,10/06/2021
4261,Westbrook,No,6869.0,5229,76.12,4906,71.42,10/06/2021
4262,Weston,No,10252.0,7833,76.4,7339,71.59,10/06/2021
4263,Westport,No,28491.0,21528,75.56,19952,70.03,10/06/2021
4264,Wethersfield,No,26008.0,20373,78.33,19414,74.65,10/06/2021
4265,Willington,No,5864.0,3571,60.9,3381,57.66,10/06/2021
4266,Wilton,No,18343.0,14407,78.54,13508,73.64,10/06/2021
4267,Winchester,Yes,10604.0,6502,61.32,6062,57.17,10/06/2021
4268,Windham,Yes,24561.0,14016,57.07,13008,52.96,10/06/2021
4269,Windsor,No,28733.0,21276,74.05,19875,69.17,10/06/2021
4270,Windsor Locks,Yes,12854.0,8453,65.76,7955,61.89,10/06/2021
4271,Wolcott,No,16587.0,10995,66.29,10391,62.65,10/06/2021
4272,Woodbridge,No,8750.0,6931,79.21,6579,75.19,10/06/2021
4273,Woodbury,No,9502.0,6810,71.67,6479,68.19,10/06/2021
4274,Woodstock,No,7858.0,5040,64.14,4735,60.26,10/06/2021
4275,Address pending validation,,,15990,,14554,,10/13/2021
4276,Andover,No,3236.0,2211,68.33,2118,65.45,10/13/2021
4277,Ansonia,Yes,18654.0,11338,60.78,10431,55.92,10/13/2021
4278,Ashford,No,4255.0,2745,64.51,2620,61.57,10/13/2021
4279,Avon,No,18276.0,15031,82.24,14268,78.07,10/13/2021
4280,Barkhamsted,No,3606.0,2515,69.74,2410,66.83,10/13/2021
4281,Beacon Falls,No,6222.0,4074,65.48,3871,62.21,10/13/2021
4282,Berlin,No,20436.0,14516,71.03,13873,67.89,10/13/2021
4283,Bethany,No,5548.0,3939,71.0,3759,67.75,10/13/2021
4284,Bethel,No,19800.0,13324,67.29,12379,62.52,10/13/2021
4285,Bethlehem,No,3402.0,2226,65.43,2108,61.96,10/13/2021
4286,Bloomfield,No,21211.0,15794,74.46,14570,68.69,10/13/2021
4287,Bolton,No,4884.0,3441,70.45,3289,67.34,10/13/2021
4288,Bozrah,No,2726.0,1661,60.93,1583,58.07,10/13/2021
4289,Branford,No,27900.0,21179,75.91,20103,72.05,10/13/2021
4290,Bridgeport,Yes,144399.0,87399,60.53,77753,53.85,10/13/2021
4291,Bridgewater,No,1635.0,1282,78.41,1211,74.07,10/13/2021
4292,Bristol,Yes,59947.0,40806,68.07,38146,63.63,10/13/2021
4293,Brookfield,No,16973.0,12476,73.5,11788,69.45,10/13/2021
4294,Brooklyn,No,8272.0,4894,59.16,4563,55.16,10/13/2021
4295,Burlington,No,9704.0,6860,70.69,6559,67.59,10/13/2021
4296,Canaan,No,1053.0,1146,100.0,1076,100.0,10/13/2021
4297,Canterbury,No,5079.0,3053,60.11,2879,56.68,10/13/2021
4298,Canton,No,10254.0,7434,72.5,7122,69.46,10/13/2021
4299,Chaplin,No,2239.0,1366,61.01,1286,57.44,10/13/2021
4300,Cheshire,No,28937.0,21996,76.01,20953,72.41,10/13/2021
4301,Chester,No,4213.0,3030,71.92,2890,68.6,10/13/2021
4302,Clinton,No,12925.0,10032,77.62,9483,73.37,10/13/2021
4303,Colchester,No,15809.0,11184,70.74,10612,67.13,10/13/2021
4304,Colebrook,No,1400.0,1004,71.71,945,67.5,10/13/2021
4305,Columbia,No,5379.0,3683,68.47,3512,65.29,10/13/2021
4306,Cornwall,No,1362.0,1138,83.55,1059,77.75,10/13/2021
4307,Coventry,No,12407.0,8438,68.01,8075,65.08,10/13/2021
4308,Cromwell,No,13839.0,10904,78.79,10340,74.72,10/13/2021
4309,Danbury,Yes,84694.0,60928,71.94,54584,64.45,10/13/2021
4310,Darien,No,21728.0,16787,77.26,15491,71.3,10/13/2021
4311,Deep River,No,4443.0,3394,76.39,3212,72.29,10/13/2021
4312,Derby,Yes,12339.0,9910,80.31,8739,70.82,10/13/2021
4313,Durham,No,7165.0,5277,73.65,5026,70.15,10/13/2021
4314,East Granby,No,5140.0,3733,72.63,3562,69.3,10/13/2021
4315,East Haddam,No,8997.0,6213,69.06,5620,62.47,10/13/2021
4316,East Hampton,No,12800.0,8828,68.97,8399,65.62,10/13/2021
4317,East Hartford,Yes,49872.0,34549,69.28,31369,62.9,10/13/2021
4318,East Haven,Yes,28569.0,18364,64.28,17170,60.1,10/13/2021
4319,East Lyme,No,18462.0,14459,78.32,13730,74.37,10/13/2021
4320,East Windsor,No,11668.0,7393,63.36,6919,59.3,10/13/2021
4321,Eastford,No,1790.0,1070,59.78,1012,56.54,10/13/2021
4322,Easton,No,7521.0,5529,73.51,5225,69.47,10/13/2021
4323,Ellington,No,16467.0,11166,67.81,10604,64.4,10/13/2021
4324,Enfield,Yes,43659.0,26334,60.32,24789,56.78,10/13/2021
4325,Essex,No,6668.0,5379,80.67,5093,76.38,10/13/2021
4326,Fairfield,No,62045.0,44587,71.86,41957,67.62,10/13/2021
4327,Farmington,No,25497.0,20774,81.48,19705,77.28,10/13/2021
4328,Franklin,No,1920.0,1269,66.09,1208,62.92,10/13/2021
4329,Glastonbury,No,34482.0,27235,78.98,25841,74.94,10/13/2021
4330,Goshen,No,2863.0,2043,71.36,1928,67.34,10/13/2021
4331,Granby,No,11507.0,7985,69.39,7622,66.24,10/13/2021
4332,Greenwich,No,62840.0,45408,72.26,41830,66.57,10/13/2021
4333,Griswold,Yes,11534.0,6602,57.24,6253,54.21,10/13/2021
