,Town,At least one census tract SVI≥0.75,Population,Initiated Vaccination Count,Initiated Vaccination Percent,Fully Vaccinated Count,Fully Vaccinated Percent,Additional Dose 1 Received Count,Additional Dose 1 Received Percent,Date Updated
10408,Woodbury,No,9502.0,7643,80.44,7220,75.98,4591.0,48.32,06/15/2022
10409,Woodstock,No,7858.0,5808,73.91,5312,67.6,3075.0,39.13,06/15/2022
10410,Address pending validation,,,12374,,10048,,3112.0,,06/22/2022
10411,Andover,No,3236.0,2464,76.14,2352,72.68,1524.0,47.1,06/22/2022
10412,Ansonia,Yes,18654.0,13430,72.0,12535,67.2,6687.0,35.85,06/22/2022
10413,Ashford,No,4255.0,3096,72.76,2923,68.7,1851.0,43.5,06/22/2022
10414,Avon,No,18276.0,17403,95.22,16155,88.39,10976.0,60.06,06/22/2022
10415,Barkhamsted,No,3606.0,2817,78.12,2680,74.32,1756.0,48.7,06/22/2022
10416,Beacon Falls,No,6222.0,4500,72.32,4253,68.35,2619.0,42.09,06/22/2022
10417,Berlin,No,20436.0,16354,80.03,15493,75.81,10149.0,49.66,06/22/2022
10418,Bethany,No,5548.0,4496,81.04,4242,76.46,2708.0,48.81,06/22/2022
10419,Bethel,No,19800.0,16315,82.4,15121,76.37,8762.0,44.25,06/22/2022
10420,Bethlehem,No,3402.0,2427,71.34,2293,67.4,1388.0,40.8,06/22/2022
10421,Bloomfield,No,21211.0,18022,84.97,16685,78.66,10207.0,48.12,06/22/2022
10422,Bolton,No,4884.0,3988,81.65,3798,77.76,2556.0,52.33,06/22/2022
10423,Bozrah,No,2726.0,1868,68.53,1769,64.89,1133.0,41.56,06/22/2022
10424,Branford,No,27900.0,23342,83.66,21824,78.22,14664.0,52.56,06/22/2022
10425,Bridgeport,Yes,144399.0,106807,73.97,95181,65.92,38608.0,26.74,06/22/2022
10426,Bridgewater,No,1635.0,1396,85.38,1298,79.39,842.0,51.5,06/22/2022
10427,Bristol,Yes,59947.0,46736,77.96,43948,73.31,24978.0,41.67,06/22/2022
10428,Brookfield,No,16973.0,14476,85.29,13447,79.23,7997.0,47.12,06/22/2022
10429,Brooklyn,No,8272.0,5734,69.32,5293,63.99,3110.0,37.6,06/22/2022
10430,Burlington,No,9704.0,7824,80.63,7510,77.39,4906.0,50.56,06/22/2022
10431,Canaan,No,1053.0,1339,100.0,1226,100.0,764.0,72.55,06/22/2022
10432,Canterbury,No,5079.0,3570,70.29,3369,66.33,1939.0,38.18,06/22/2022
10433,Canton,No,10254.0,8369,81.62,7896,77.0,5234.0,51.04,06/22/2022
10434,Chaplin,No,2239.0,1591,71.06,1489,66.5,909.0,40.6,06/22/2022
10435,Cheshire,No,28937.0,25162,86.95,23711,81.94,16120.0,55.71,06/22/2022
10436,Chester,No,4213.0,3378,80.18,3188,75.67,2213.0,52.53,06/22/2022
10437,Clinton,No,12925.0,11439,88.5,10695,82.75,6944.0,53.73,06/22/2022
10438,Colchester,No,15809.0,12793,80.92,12103,76.56,7717.0,48.81,06/22/2022
10439,Colebrook,No,1400.0,1138,81.29,1057,75.5,669.0,47.79,06/22/2022
10440,Columbia,No,5379.0,4180,77.71,3961,73.64,2582.0,48.0,06/22/2022
10441,Cornwall,No,1362.0,1273,93.47,1163,85.39,762.0,55.95,06/22/2022
10442,Coventry,No,12407.0,9669,77.93,9207,74.21,5733.0,46.21,06/22/2022
10443,Cromwell,No,13839.0,12180,88.01,11575,83.64,7353.0,53.13,06/22/2022
10444,Danbury,Yes,84694.0,73226,86.46,65293,77.09,29081.0,34.34,06/22/2022
10445,Darien,No,21728.0,20703,95.28,18599,85.6,11272.0,51.88,06/22/2022
10446,Deep River,No,4443.0,3846,86.56,3627,81.63,2462.0,55.41,06/22/2022
10447,Derby,Yes,12339.0,13036,100.0,11337,91.88,5884.0,47.69,06/22/2022
10448,Durham,No,7165.0,5861,81.8,5596,78.1,3732.0,52.09,06/22/2022
10449,East Granby,No,5140.0,4190,81.52,3951,76.87,2400.0,46.69,06/22/2022
10450,East Haddam,No,8997.0,7062,78.49,6588,73.22,4177.0,46.43,06/22/2022
10451,East Hampton,No,12800.0,10118,79.05,9640,75.31,6110.0,47.73,06/22/2022
10452,East Hartford,Yes,49872.0,40817,81.84,37534,75.26,18785.0,37.67,06/22/2022
10453,East Haven,Yes,28569.0,20821,72.88,19318,67.62,11145.0,39.01,06/22/2022
10454,East Lyme,No,18462.0,16355,88.59,15256,82.63,10358.0,56.1,06/22/2022
10455,East Windsor,No,11668.0,8411,72.09,7782,66.7,4488.0,38.46,06/22/2022
10456,Eastford,No,1790.0,1148,64.13,1087,60.73,652.0,36.42,06/22/2022
10457,Easton,No,7521.0,6518,86.66,6003,79.82,3801.0,50.54,06/22/2022
10458,Ellington,No,16467.0,13030,79.13,12244,74.35,7506.0,45.58,06/22/2022
10459,Enfield,Yes,43659.0,30274,69.34,28036,64.22,15384.0,35.24,06/22/2022
10460,Essex,No,6668.0,5933,88.98,5574,83.59,4004.0,60.05,06/22/2022
10461,Fairfield,No,62045.0,52026,83.85,47738,76.94,30206.0,48.68,06/22/2022
10462,Farmington,No,25497.0,23744,93.12,22173,86.96,14674.0,57.55,06/22/2022
10463,Franklin,No,1920.0,1430,74.48,1352,70.42,855.0,44.53,06/22/2022
10464,Glastonbury,No,34482.0,31355,90.93,29477,85.49,20180.0,58.52,06/22/2022
10465,Goshen,No,2863.0,2269,79.25,2138,74.68,1369.0,47.82,06/22/2022
10466,Granby,No,11507.0,8957,77.84,8407,73.06,5034.0,43.75,06/22/2022
10467,Greenwich,No,62840.0,56673,90.19,50241,79.95,27432.0,43.65,06/22/2022
10468,Griswold,Yes,11534.0,7598,65.87,7099,61.55,4027.0,34.91,06/22/2022
10469,Groton,Yes,38436.0,27839,72.43,25384,66.04,14966.0,38.94,06/22/2022
10470,Guilford,No,22133.0,20109,90.86,18845,85.14,13161.0,59.46,06/22/2022
10471,Haddam,No,8193.0,7287,88.94,6900,84.22,4552.0,55.56,06/22/2022
10472,Hamden,No,60556.0,46841,77.35,43323,71.54,26966.0,44.53,06/22/2022
10473,Hampton,No,1842.0,1267,68.78,1188,64.5,783.0,42.51,06/22/2022
10474,Hartford,Yes,122105.0,83970,68.77,74729,61.2,32561.0,26.67,06/22/2022
10475,Hartland,No,2120.0,1356,63.96,1279,60.33,708.0,33.4,06/22/2022
10476,Harwinton,No,5420.0,4151,76.59,3943,72.75,2545.0,46.96,06/22/2022
10477,Hebron,No,9504.0,7650,80.49,7268,76.47,4852.0,51.05,06/22/2022
10478,Kent,No,2777.0,2735,98.49,2428,87.43,1360.0,48.97,06/22/2022
10479,Killingly,Yes,17336.0,11282,65.08,10440,60.22,5425.0,31.29,06/22/2022
10480,Killingworth,No,6364.0,5277,82.92,5023,78.93,3412.0,53.61,06/22/2022
10481,Lebanon,No,7144.0,5378,75.28,5093,71.29,3284.0,45.97,06/22/2022
10482,Ledyard,No,14621.0,11778,80.56,10954,74.92,6584.0,45.03,06/22/2022
10483,Lisbon,No,4220.0,3081,73.01,2904,68.82,1694.0,40.14,06/22/2022
10484,Litchfield,No,8094.0,6632,81.94,6183,76.39,4046.0,49.99,06/22/2022
10485,Lyme,No,2316.0,2239,96.68,2069,89.34,1496.0,64.59,06/22/2022
10486,Madison,No,18030.0,16672,92.47,15505,86.0,10781.0,59.79,06/22/2022
10487,Manchester,Yes,57584.0,46391,80.56,43066,74.79,24817.0,43.1,06/22/2022
10488,Mansfield,No,25487.0,11985,47.02,10707,42.01,7111.0,27.9,06/22/2022
10489,Marlborough,No,6335.0,5222,82.43,4962,78.33,3235.0,51.07,06/22/2022
10490,Meriden,Yes,59395.0,47209,79.48,44035,74.14,23330.0,39.28,06/22/2022
10491,Middlebury,No,7798.0,6420,82.33,6009,77.06,3729.0,47.82,06/22/2022
10492,Middlefield,No,4374.0,3488,79.74,3337,76.29,2213.0,50.59,06/22/2022
10493,Middletown,Yes,46258.0,38315,82.83,35892,77.59,21671.0,46.85,06/22/2022
10494,Milford,Yes,54747.0,43518,79.49,40810,74.54,25642.0,46.84,06/22/2022
10495,Monroe,No,19434.0,15984,82.25,15002,77.19,9070.0,46.67,06/22/2022
10496,Montville,Yes,18508.0,13873,74.96,12805,69.19,7262.0,39.24,06/22/2022
10497,Morris,No,2254.0,1689,74.93,1581,70.14,935.0,41.48,06/22/2022
10498,Naugatuck,No,31108.0,23109,74.29,21463,69.0,11196.0,35.99,06/22/2022
10499,New Britain,Yes,72495.0,49379,68.11,45491,62.75,21257.0,29.32,06/22/2022
10500,New Canaan,No,20233.0,20075,99.22,17885,88.4,11279.0,55.75,06/22/2022
10501,New Fairfield,No,13878.0,11133,80.22,10194,73.45,5798.0,41.78,06/22/2022
10502,New Hartford,No,6656.0,5235,78.65,4949,74.35,3199.0,48.06,06/22/2022
10503,New Haven,Yes,130250.0,99655,76.51,87788,67.4,45299.0,34.78,06/22/2022
10504,New London,Yes,26858.0,20293,75.56,18303,68.15,9130.0,33.99,06/22/2022
10505,New Milford,No,26805.0,22591,84.28,20926,78.07,11500.0,42.9,06/22/2022
10506,Newington,No,30014.0,25341,84.43,23948,79.79,15219.0,50.71,06/22/2022
10507,Newtown,No,27891.0,23413,83.94,21893,78.49,13681.0,49.05,06/22/2022
10508,Norfolk,No,1630.0,1248,76.56,1162,71.29,775.0,47.55,06/22/2022
10509,North Branford,No,14146.0,11857,83.82,11167,78.94,7182.0,50.77,06/22/2022
10510,North Canaan,No,3251.0,2114,65.03,1932,59.43,1161.0,35.71,06/22/2022
10511,North Haven,No,23683.0,21832,92.18,20574,86.87,13205.0,55.76,06/22/2022
10512,North Stonington,No,5196.0,3589,69.07,3394,65.32,1810.0,34.83,06/22/2022
10513,Norwalk,Yes,88816.0,78516,88.4,70610,79.5,37682.0,42.43,06/22/2022
10514,Norwich,Yes,38768.0,28832,74.37,26286,67.8,13961.0,36.01,06/22/2022
10515,Old Lyme,No,7306.0,6610,90.47,6201,84.88,4285.0,58.65,06/22/2022
10516,Old Saybrook,No,10061.0,9327,92.7,8782,87.29,5942.0,59.06,06/22/2022
10517,Orange,Yes,13926.0,12514,89.86,11752,84.39,7631.0,54.8,06/22/2022
10518,Oxford,No,13255.0,10054,75.85,9473,71.47,5791.0,43.69,06/22/2022
10519,Plainfield,Yes,15125.0,9739,64.39,9071,59.97,4776.0,31.58,06/22/2022
10520,Plainville,No,17534.0,13379,76.3,12695,72.4,7650.0,43.63,06/22/2022
10521,Plymouth,No,11598.0,7838,67.58,7507,64.73,4348.0,37.49,06/22/2022
10522,Pomfret,No,4203.0,3292,78.33,2973,70.74,1759.0,41.85,06/22/2022
10523,Portland,No,9267.0,7712,83.22,7381,79.65,4829.0,52.11,06/22/2022
10524,Preston,No,4625.0,3470,75.03,3281,70.94,2016.0,43.59,06/22/2022
10525,Prospect,No,9702.0,7418,76.46,7080,72.97,4255.0,43.86,06/22/2022
10526,Putnam,No,9389.0,6238,66.44,5712,60.84,2974.0,31.68,06/22/2022
10527,Redding,No,9116.0,7623,83.62,6982,76.59,4625.0,50.73,06/22/2022
10528,Ridgefield,No,24959.0,22511,90.19,20557,82.36,12836.0,51.43,06/22/2022
10529,Rocky Hill,No,20115.0,17659,87.79,16604,82.55,10555.0,52.47,06/22/2022
10530,Roxbury,No,2152.0,1916,89.03,1779,82.67,1146.0,53.25,06/22/2022
10531,Salem,No,4083.0,3364,82.39,3165,77.52,1978.0,48.44,06/22/2022
10532,Salisbury,No,3600.0,3906,100.0,3494,97.06,1852.0,51.44,06/22/2022
10533,Scotland,No,1672.0,1068,63.88,1028,61.48,607.0,36.3,06/22/2022
10534,Seymour,No,16437.0,12452,75.76,11724,71.33,6547.0,39.83,06/22/2022
10535,Sharon,No,2689.0,2040,75.86,1861,69.21,988.0,36.74,06/22/2022
10536,Shelton,No,41129.0,32686,79.47,30706,74.66,18596.0,45.21,06/22/2022
10537,Sherman,No,3630.0,2731,75.23,2517,69.34,1480.0,40.77,06/22/2022
10538,Simsbury,No,25395.0,22528,88.71,20986,82.64,13935.0,54.87,06/22/2022
10539,Somers,No,10784.0,7458,69.16,6876,63.76,3868.0,35.87,06/22/2022
10540,South Windsor,No,26162.0,23662,90.44,22194,84.83,14411.0,55.08,06/22/2022
10541,Southbury,No,19571.0,16153,82.54,15111,77.21,9901.0,50.59,06/22/2022
10542,Southington,No,43834.0,35436,80.84,33733,76.96,21379.0,48.77,06/22/2022
10543,Sprague,No,2859.0,1952,68.28,1826,63.87,1040.0,36.38,06/22/2022
10544,Stafford,No,11893.0,7626,64.12,7123,59.89,4116.0,34.61,06/22/2022
10545,Stamford,Yes,129638.0,120354,92.84,106171,81.9,54777.0,42.25,06/22/2022
10546,Sterling,No,3782.0,2123,56.13,1963,51.9,979.0,25.89,06/22/2022
10547,Stonington,No,18559.0,15013,80.89,13934,75.08,8444.0,45.5,06/22/2022
10548,Stratford,No,51849.0,41175,79.41,38323,73.91,21689.0,41.83,06/22/2022
10549,Suffield,No,15814.0,11709,74.04,10743,67.93,5911.0,37.38,06/22/2022
10550,Thomaston,No,7535.0,5596,74.27,5303,70.38,3088.0,40.98,06/22/2022
10551,Thompson,No,9379.0,5296,56.47,4812,51.31,2508.0,26.74,06/22/2022
10552,Tolland,No,14618.0,12088,82.69,11562,79.09,7419.0,50.75,06/22/2022
10553,Torrington,Yes,34044.0,26208,76.98,24626,72.34,14031.0,41.21,06/22/2022
10554,Trumbull,No,35673.0,32128,90.06,29944,83.94,18266.0,51.2,06/22/2022
10555,Union,No,839.0,571,68.06,535,63.77,362.0,43.15,06/22/2022
10556,Vernon,Yes,29359.0,23630,80.49,22088,75.23,13127.0,44.71,06/22/2022
10557,Voluntown,No,2510.0,1783,71.04,1674,66.69,939.0,37.41,06/22/2022
10558,Wallingford,No,44326.0,36724,82.85,34602,78.06,22037.0,49.72,06/22/2022
10559,Warren,No,1395.0,1086,77.85,1008,72.26,621.0,44.52,06/22/2022
10560,Washington,No,3428.0,3276,95.57,2853,83.23,1686.0,49.18,06/22/2022
10561,Waterbury,Yes,107568.0,77006,71.59,69354,64.47,29561.0,27.48,06/22/2022
10562,Waterford,Yes,18746.0,16304,86.97,15373,82.01,9953.0,53.09,06/22/2022
10563,Watertown,No,21578.0,16976,78.67,15964,73.98,9282.0,43.02,06/22/2022
10564,West Hartford,Yes,62965.0,59106,93.87,54716,86.9,36450.0,57.89,06/22/2022
10565,West Haven,Yes,54620.0,42429,77.68,38922,71.26,20602.0,37.72,06/22/2022
10566,Westbrook,No,6869.0,5954,86.68,5546,80.74,3640.0,52.99,06/22/2022
10567,Weston,No,10252.0,9694,94.56,8762,85.47,5830.0,56.87,06/22/2022
10568,Westport,No,28491.0,26814,94.11,24154,84.78,16455.0,57.76,06/22/2022
10569,Wethersfield,No,26008.0,23175,89.11,21949,84.39,13838.0,53.21,06/22/2022
10570,Willington,No,5864.0,4043,68.95,3779,64.44,2403.0,40.98,06/22/2022
10571,Wilton,No,18343.0,17503,95.42,15921,86.8,10311.0,56.21,06/22/2022
10572,Winchester,Yes,10604.0,7536,71.07,7085,66.81,4227.0,39.86,06/22/2022
10573,Windham,Yes,24561.0,17014,69.27,15652,63.73,8066.0,32.84,06/22/2022
10574,Windsor,No,28733.0,24748,86.13,23071,80.29,14109.0,49.1,06/22/2022
10575,Windsor Locks,Yes,12854.0,9629,74.91,8985,69.9,5411.0,42.1,06/22/2022
10576,Wolcott,No,16587.0,12353,74.47,11723,70.68,6456.0,38.92,06/22/2022
10577,Woodbridge,No,8750.0,8184,93.53,7597,86.82,5223.0,59.69,06/22/2022
10578,Woodbury,No,9502.0,7637,80.37,7218,75.96,4597.0,48.38,06/22/2022
10579,Woodstock,No,7858.0,5807,73.9,5313,67.61,3082.0,39.22,06/22/2022
10580,Address pending validation,,,12360,,10032,,3115.0,,06/29/2022
10581,Andover,No,3236.0,2463,76.11,2351,72.65,1527.0,47.19,06/29/2022
10582,Ansonia,Yes,18654.0,13440,72.05,12541,67.23,6700.0,35.92,06/29/2022
10583,Ashford,No,4255.0,3096,72.76,2922,68.67,1856.0,43.62,06/29/2022
10584,Avon,No,18276.0,17421,95.32,16168,88.47,11043.0,60.42,06/29/2022
10585,Barkhamsted,No,3606.0,2819,78.18,2682,74.38,1760.0,48.81,06/29/2022
10586,Beacon Falls,No,6222.0,4504,72.39,4256,68.4,2632.0,42.3,06/29/2022
10587,Berlin,No,20436.0,16354,80.03,15504,75.87,10174.0,49.78,06/29/2022
10588,Bethany,No,5548.0,4496,81.04,4240,76.42,2710.0,48.85,06/29/2022
10589,Bethel,No,19800.0,16313,82.39,15125,76.39,8794.0,44.41,06/29/2022
10590,Bethlehem,No,3402.0,2427,71.34,2293,67.4,1389.0,40.83,06/29/2022
10591,Bloomfield,No,21211.0,18037,85.04,16701,78.74,10242.0,48.29,06/29/2022
10592,Bolton,No,4884.0,3985,81.59,3797,77.74,2562.0,52.46,06/29/2022
10593,Bozrah,No,2726.0,1868,68.53,1771,64.97,1141.0,41.86,06/29/2022
10594,Branford,No,27900.0,23345,83.67,21825,78.23,14690.0,52.65,06/29/2022
10595,Bridgeport,Yes,144399.0,106891,74.02,95267,65.97,38745.0,26.83,06/29/2022
10596,Bridgewater,No,1635.0,1397,85.44,1299,79.45,847.0,51.8,06/29/2022
10597,Bristol,Yes,59947.0,46764,78.01,43984,73.37,25055.0,41.8,06/29/2022
10598,Brookfield,No,16973.0,14487,85.35,13462,79.31,8014.0,47.22,06/29/2022
10599,Brooklyn,No,8272.0,5736,69.34,5295,64.01,3117.0,37.68,06/29/2022
10600,Burlington,No,9704.0,7825,80.64,7509,77.38,4919.0,50.69,06/29/2022
10601,Canaan,No,1053.0,1338,100.0,1227,100.0,766.0,72.74,06/29/2022
10602,Canterbury,No,5079.0,3572,70.33,3369,66.33,1944.0,38.28,06/29/2022
10603,Canton,No,10254.0,8372,81.65,7898,77.02,5275.0,51.44,06/29/2022
10604,Chaplin,No,2239.0,1592,71.1,1488,66.46,908.0,40.55,06/29/2022
10605,Cheshire,No,28937.0,25161,86.95,23720,81.97,16199.0,55.98,06/29/2022
10606,Chester,No,4213.0,3383,80.3,3182,75.53,2212.0,52.5,06/29/2022
10607,Clinton,No,12925.0,11441,88.52,10700,82.79,6960.0,53.85,06/29/2022
10608,Colchester,No,15809.0,12801,80.97,12110,76.6,7747.0,49.0,06/29/2022
10609,Colebrook,No,1400.0,1140,81.43,1059,75.64,670.0,47.86,06/29/2022
10610,Columbia,No,5379.0,4180,77.71,3965,73.71,2588.0,48.11,06/29/2022
10611,Cornwall,No,1362.0,1278,93.83,1166,85.61,764.0,56.09,06/29/2022
10612,Coventry,No,12407.0,9671,77.95,9209,74.22,5751.0,46.35,06/29/2022
10613,Cromwell,No,13839.0,12183,88.03,11593,83.77,7385.0,53.36,06/29/2022
10614,Danbury,Yes,84694.0,73298,86.54,65342,77.15,29169.0,34.44,06/29/2022
10615,Darien,No,21728.0,20706,95.3,18600,85.6,11313.0,52.07,06/29/2022
10616,Deep River,No,4443.0,3850,86.65,3631,81.72,2470.0,55.59,06/29/2022
10617,Derby,Yes,12339.0,13029,100.0,11330,91.82,5883.0,47.68,06/29/2022
10618,Durham,No,7165.0,5856,81.73,5593,78.06,3738.0,52.17,06/29/2022
10619,East Granby,No,5140.0,4193,81.58,3950,76.85,2401.0,46.71,06/29/2022
10620,East Haddam,No,8997.0,7072,78.6,6602,73.38,4198.0,46.66,06/29/2022
10621,East Hampton,No,12800.0,10122,79.08,9648,75.38,6128.0,47.88,06/29/2022
10622,East Hartford,Yes,49872.0,40859,81.93,37566,75.32,18838.0,37.77,06/29/2022
10623,East Haven,Yes,28569.0,20833,72.92,19337,67.69,11170.0,39.1,06/29/2022
10624,East Lyme,No,18462.0,16357,88.6,15259,82.65,10391.0,56.28,06/29/2022
10625,East Windsor,No,11668.0,8412,72.09,7783,66.7,4505.0,38.61,06/29/2022
10626,Eastford,No,1790.0,1150,64.25,1088,60.78,652.0,36.42,06/29/2022
10627,Easton,No,7521.0,6517,86.65,6007,79.87,3811.0,50.67,06/29/2022
10628,Ellington,No,16467.0,13034,79.15,12249,74.39,7531.0,45.73,06/29/2022
10629,Enfield,Yes,43659.0,30299,69.4,28060,64.27,15439.0,35.36,06/29/2022
10630,Essex,No,6668.0,5943,89.13,5582,83.71,4014.0,60.2,06/29/2022
10631,Fairfield,No,62045.0,52038,83.87,47769,76.99,30288.0,48.82,06/29/2022
10632,Farmington,No,25497.0,23731,93.07,22164,86.93,14709.0,57.69,06/29/2022
10633,Franklin,No,1920.0,1430,74.48,1352,70.42,856.0,44.58,06/29/2022
10634,Glastonbury,No,34482.0,31352,90.92,29492,85.53,20235.0,58.68,06/29/2022
10635,Goshen,No,2863.0,2270,79.29,2142,74.82,1376.0,48.06,06/29/2022
10636,Granby,No,11507.0,8968,77.94,8418,73.16,5055.0,43.93,06/29/2022
10637,Greenwich,No,62840.0,56696,90.22,50263,79.99,27542.0,43.83,06/29/2022
10638,Griswold,Yes,11534.0,7602,65.91,7101,61.57,4034.0,34.97,06/29/2022
10639,Groton,Yes,38436.0,27852,72.46,25412,66.12,15019.0,39.08,06/29/2022
10640,Guilford,No,22133.0,20124,90.92,18875,85.28,13236.0,59.8,06/29/2022
10641,Haddam,No,8193.0,7291,88.99,6903,84.25,4554.0,55.58,06/29/2022
10642,Hamden,No,60556.0,46855,77.37,43337,71.57,27057.0,44.68,06/29/2022
10643,Hampton,No,1842.0,1269,68.89,1190,64.6,784.0,42.56,06/29/2022
10644,Hartford,Yes,122105.0,84099,68.87,74830,61.28,32728.0,26.8,06/29/2022
10645,Hartland,No,2120.0,1352,63.77,1277,60.24,709.0,33.44,06/29/2022
10646,Harwinton,No,5420.0,4152,76.61,3941,72.71,2552.0,47.08,06/29/2022
10647,Hebron,No,9504.0,7656,80.56,7277,76.57,4857.0,51.1,06/29/2022
10648,Kent,No,2777.0,2735,98.49,2430,87.5,1358.0,48.9,06/29/2022
10649,Killingly,Yes,17336.0,11293,65.14,10444,60.24,5432.0,31.33,06/29/2022
10650,Killingworth,No,6364.0,5280,82.97,5027,78.99,3432.0,53.93,06/29/2022
10651,Lebanon,No,7144.0,5381,75.32,5097,71.35,3292.0,46.08,06/29/2022
10652,Ledyard,No,14621.0,11779,80.56,10961,74.97,6611.0,45.22,06/29/2022
10653,Lisbon,No,4220.0,3076,72.89,2900,68.72,1696.0,40.19,06/29/2022
10654,Litchfield,No,8094.0,6627,81.88,6179,76.34,4061.0,50.17,06/29/2022
10655,Lyme,No,2316.0,2240,96.72,2070,89.38,1499.0,64.72,06/29/2022
10656,Madison,No,18030.0,16686,92.55,15514,86.05,10809.0,59.95,06/29/2022
10657,Manchester,Yes,57584.0,46429,80.63,43107,74.86,24882.0,43.21,06/29/2022
10658,Mansfield,No,25487.0,11989,47.04,10709,42.02,7141.0,28.02,06/29/2022
10659,Marlborough,No,6335.0,5226,82.49,4969,78.44,3239.0,51.13,06/29/2022
10660,Meriden,Yes,59395.0,47233,79.52,44067,74.19,23409.0,39.41,06/29/2022
10661,Middlebury,No,7798.0,6430,82.46,6020,77.2,3738.0,47.94,06/29/2022
10662,Middlefield,No,4374.0,3494,79.88,3340,76.36,2222.0,50.8,06/29/2022
10663,Middletown,Yes,46258.0,38344,82.89,35915,77.64,21744.0,47.01,06/29/2022
10664,Milford,Yes,54747.0,43535,79.52,40829,74.58,25693.0,46.93,06/29/2022
10665,Monroe,No,19434.0,16001,82.34,15016,77.27,9095.0,46.8,06/29/2022
10666,Montville,Yes,18508.0,13887,75.03,12811,69.22,7275.0,39.31,06/29/2022
10667,Morris,No,2254.0,1691,75.02,1582,70.19,936.0,41.53,06/29/2022
10668,Naugatuck,No,31108.0,23124,74.33,21480,69.05,11229.0,36.1,06/29/2022
10669,New Britain,Yes,72495.0,49417,68.17,45529,62.8,21346.0,29.44,06/29/2022
10670,New Canaan,No,20233.0,20085,99.27,17894,88.44,11332.0,56.01,06/29/2022
10671,New Fairfield,No,13878.0,11131,80.21,10193,73.45,5798.0,41.78,06/29/2022
10672,New Hartford,No,6656.0,5239,78.71,4951,74.38,3207.0,48.18,06/29/2022
10673,New Haven,Yes,130250.0,99776,76.6,87888,67.48,45510.0,34.94,06/29/2022
10674,New London,Yes,26858.0,20302,75.59,18323,68.22,9175.0,34.16,06/29/2022
10675,New Milford,No,26805.0,22612,84.36,20949,78.15,11562.0,43.13,06/29/2022
10676,Newington,No,30014.0,25352,84.47,23964,79.84,15281.0,50.91,06/29/2022
10677,Newtown,No,27891.0,23416,83.96,21906,78.54,13723.0,49.2,06/29/2022
10678,Norfolk,No,1630.0,1249,76.63,1163,71.35,775.0,47.55,06/29/2022
10679,North Branford,No,14146.0,11867,83.89,11176,79.0,7201.0,50.9,06/29/2022
10680,North Canaan,No,3251.0,2117,65.12,1936,59.55,1162.0,35.74,06/29/2022
10681,North Haven,No,23683.0,21831,92.18,20583,86.91,13251.0,55.95,06/29/2022
10682,North Stonington,No,5196.0,3589,69.07,3393,65.3,1814.0,34.91,06/29/2022
10683,Norwalk,Yes,88816.0,78587,88.48,70682,79.58,37816.0,42.58,06/29/2022
10684,Norwich,Yes,38768.0,28858,74.44,26304,67.85,14003.0,36.12,06/29/2022
10685,Old Lyme,No,7306.0,6610,90.47,6204,84.92,4295.0,58.79,06/29/2022
10686,Old Saybrook,No,10061.0,9329,92.72,8788,87.35,5964.0,59.28,06/29/2022
10687,Orange,Yes,13926.0,12519,89.9,11759,84.44,7651.0,54.94,06/29/2022
10688,Oxford,No,13255.0,10051,75.83,9474,71.47,5802.0,43.77,06/29/2022
10689,Plainfield,Yes,15125.0,9744,64.42,9070,59.97,4792.0,31.68,06/29/2022
10690,Plainville,No,17534.0,13390,76.37,12704,72.45,7668.0,43.73,06/29/2022
10691,Plymouth,No,11598.0,7842,67.62,7510,64.75,4363.0,37.62,06/29/2022
10692,Pomfret,No,4203.0,3294,78.37,2977,70.83,1760.0,41.87,06/29/2022
10693,Portland,No,9267.0,7713,83.23,7382,79.66,4846.0,52.29,06/29/2022
10694,Preston,No,4625.0,3468,74.98,3279,70.9,2024.0,43.76,06/29/2022
10695,Prospect,No,9702.0,7418,76.46,7078,72.95,4266.0,43.97,06/29/2022
10696,Putnam,No,9389.0,6246,66.52,5715,60.87,2982.0,31.76,06/29/2022
10697,Redding,No,9116.0,7617,83.56,6977,76.54,4641.0,50.91,06/29/2022
10698,Ridgefield,No,24959.0,22511,90.19,20564,82.39,12875.0,51.58,06/29/2022
10699,Rocky Hill,No,20115.0,17666,87.83,16630,82.67,10585.0,52.62,06/29/2022
10700,Roxbury,No,2152.0,1918,89.13,1779,82.67,1149.0,53.39,06/29/2022
10701,Salem,No,4083.0,3365,82.41,3165,77.52,1984.0,48.59,06/29/2022
10702,Salisbury,No,3600.0,3906,100.0,3495,97.08,1854.0,51.5,06/29/2022
10703,Scotland,No,1672.0,1069,63.94,1028,61.48,611.0,36.54,06/29/2022
10704,Seymour,No,16437.0,12453,75.76,11722,71.31,6566.0,39.95,06/29/2022
10705,Sharon,No,2689.0,2038,75.79,1864,69.32,987.0,36.71,06/29/2022
10706,Shelton,No,41129.0,32723,79.56,30736,74.73,18658.0,45.36,06/29/2022
10707,Sherman,No,3630.0,2731,75.23,2516,69.31,1484.0,40.88,06/29/2022
10708,Simsbury,No,25395.0,22553,88.81,21013,82.74,13989.0,55.09,06/29/2022
10709,Somers,No,10784.0,7457,69.15,6874,63.74,3881.0,35.99,06/29/2022
10710,South Windsor,No,26162.0,23674,90.49,22217,84.92,14471.0,55.31,06/29/2022
10711,Southbury,No,19571.0,16168,82.61,15122,77.27,9932.0,50.75,06/29/2022
10712,Southington,No,43834.0,35454,80.88,33758,77.01,21451.0,48.94,06/29/2022
